EmotionCategory,Probability,FrameID
Disgust,0.0003065398,frame08721
Empathic Pain,6.604021e-05,frame08721
Entrancement,0.0001705941,frame08721
Excitement,0.0649398,frame08721
Fear,0.04722182,frame08721
Horror,0.02422219,frame08721
Interest,0.2348793,frame08721
Joy,0.000187074,frame08721
Romance,0.00213815,frame08721
Sadness,0.0008175217,frame08721
Sexual Desire,0.001202674,frame08721
Surprise,0.02958048,frame08721
Adoration,1.466645e-05,frame08729
Aesthetic Appreciation,0.01425999,frame08729
Amusement,0.02084659,frame08729
Anxiety,8.571191e-05,frame08729
Awe,0.002279764,frame08729
Boredom,0.0002526276,frame08729
Confusion,0.0006617435,frame08729
Craving,6.05645e-06,frame08729
Disgust,0.02605257,frame08729
Empathic Pain,0.0002532846,frame08729
Entrancement,4.873161e-05,frame08729
Excitement,0.02754846,frame08729
Fear,0.2913169,frame08729
Horror,0.5853435,frame08729
Interest,0.003595849,frame08729
Joy,0.001790288,frame08729
Romance,1.587516e-05,frame08729
Sadness,0.0005237633,frame08729
Sexual Desire,1.771236e-06,frame08729
Surprise,0.0251019,frame08729
Adoration,2.875708e-06,frame08737
Aesthetic Appreciation,0.0001136573,frame08737
Amusement,0.005388903,frame08737
Anxiety,0.0002558886,frame08737
Awe,0.002688469,frame08737
Boredom,1.332873e-05,frame08737
Confusion,0.0003207054,frame08737
Craving,1.048394e-07,frame08737
Disgust,0.005386238,frame08737
Empathic Pain,6.487843e-06,frame08737
Entrancement,2.14984e-07,frame08737
Excitement,0.0649212,frame08737
Fear,0.01205659,frame08737
Horror,0.9086635,frame08737
Interest,1.780062e-05,frame08737
Joy,5.576681e-05,frame08737
Romance,5.176914e-05,frame08737
Sadness,2.095612e-05,frame08737
Sexual Desire,2.509523e-07,frame08737
Surprise,3.544622e-05,frame08737
Adoration,0.0001667203,frame08745
Aesthetic Appreciation,0.0002468517,frame08745
Amusement,0.0005005396,frame08745
Anxiety,7.036727e-06,frame08745
Awe,0.0005719237,frame08745
Boredom,9.531537e-06,frame08745
Confusion,0.0002522318,frame08745
Craving,6.612297e-06,frame08745
Disgust,0.02661853,frame08745
Empathic Pain,3.687359e-06,frame08745
Entrancement,7.95339e-07,frame08745
Excitement,0.01243184,frame08745
Fear,0.02996022,frame08745
Horror,0.918726,frame08745
Interest,0.0001653109,frame08745
Joy,0.00010064,frame08745
Romance,0.009698781,frame08745
Sadness,0.0002281754,frame08745
Sexual Desire,5.481141e-05,frame08745
Surprise,0.0002498526,frame08745
Adoration,0.1536814,frame08753
Aesthetic Appreciation,0.001388986,frame08753
Amusement,0.04829424,frame08753
Anxiety,0.0003681227,frame08753
Awe,0.00498479,frame08753
Boredom,7.800379e-05,frame08753
Confusion,0.0001677511,frame08753
Craving,3.068324e-05,frame08753
Disgust,0.05887695,frame08753
Empathic Pain,1.674371e-05,frame08753
Entrancement,8.860255e-05,frame08753
Excitement,0.09449585,frame08753
Fear,0.02109065,frame08753
Horror,0.6064048,frame08753
Interest,0.002970905,frame08753
Joy,0.004187151,frame08753
Romance,8.608907e-05,frame08753
Sadness,0.001038046,frame08753
Sexual Desire,8.377608e-05,frame08753
Surprise,0.00166646,frame08753
Adoration,0.03167474,frame08761
Aesthetic Appreciation,0.00139895,frame08761
Amusement,0.01918905,frame08761
Anxiety,0.0002786182,frame08761
Awe,0.003471794,frame08761
Boredom,0.0005044839,frame08761
Confusion,3.714686e-05,frame08761
Craving,2.330214e-06,frame08761
Disgust,0.1021734,frame08761
Empathic Pain,3.888052e-05,frame08761
Entrancement,3.309751e-05,frame08761
Excitement,0.04904069,frame08761
Fear,0.01220499,frame08761
Horror,0.758464,frame08761
Interest,0.008255685,frame08761
Joy,0.003523888,frame08761
Romance,5.944452e-05,frame08761
Sadness,0.005306063,frame08761
Sexual Desire,5.362949e-05,frame08761
Surprise,0.004289116,frame08761
Adoration,0.0003213352,frame08769
Aesthetic Appreciation,0.0001201214,frame08769
Amusement,0.02053234,frame08769
Anxiety,7.96905e-05,frame08769
Awe,0.01029697,frame08769
Boredom,4.024391e-06,frame08769
Confusion,3.071155e-06,frame08769
Craving,1.294955e-06,frame08769
Disgust,0.0005831553,frame08769
Empathic Pain,1.024281e-06,frame08769
Entrancement,1.41287e-05,frame08769
Excitement,0.002115027,frame08769
Fear,0.006003595,frame08769
Horror,0.9566711,frame08769
Interest,0.002642296,frame08769
Joy,3.285588e-05,frame08769
Romance,6.003325e-05,frame08769
Sadness,0.0002427992,frame08769
Sexual Desire,2.002141e-06,frame08769
Surprise,0.0002731177,frame08769
Adoration,5.112553e-05,frame08777
Aesthetic Appreciation,4.194046e-06,frame08777
Amusement,7.773369e-06,frame08777
Anxiety,7.941436e-07,frame08777
Awe,0.003687958,frame08777
Boredom,5.631668e-08,frame08777
Confusion,9.921306e-07,frame08777
Craving,1.438187e-07,frame08777
Disgust,0.0001178882,frame08777
Empathic Pain,1.367614e-07,frame08777
Entrancement,3.803964e-07,frame08777
Excitement,0.0001293807,frame08777
Fear,0.002653782,frame08777
Horror,0.9932091,frame08777
Interest,2.049618e-05,frame08777
Joy,7.290621e-05,frame08777
Romance,1.511519e-05,frame08777
Sadness,2.174463e-06,frame08777
Sexual Desire,2.985811e-07,frame08777
Surprise,2.517967e-05,frame08777
Adoration,0.005596959,frame08785
Aesthetic Appreciation,0.0002575266,frame08785
Amusement,0.001827235,frame08785
Anxiety,9.555836e-06,frame08785
Awe,0.1706436,frame08785
Boredom,1.504928e-06,frame08785
Confusion,8.91519e-07,frame08785
Craving,6.84806e-07,frame08785
Disgust,0.01580365,frame08785
Empathic Pain,2.010773e-06,frame08785
Entrancement,1.253505e-05,frame08785
Excitement,0.0004063689,frame08785
Fear,0.003075359,frame08785
Horror,0.7951796,frame08785
Interest,0.006479602,frame08785
Joy,0.0002523752,frame08785
Romance,3.073308e-06,frame08785
Sadness,1.832394e-05,frame08785
Sexual Desire,4.807951e-06,frame08785
Surprise,0.0004244763,frame08785
Adoration,1.498357e-05,frame08793
Aesthetic Appreciation,2.324237e-05,frame08793
Amusement,0.0003559265,frame08793
Anxiety,4.712111e-07,frame08793
Awe,0.6876834,frame08793
Boredom,8.373987e-07,frame08793
Confusion,5.570389e-07,frame08793
Craving,1.461126e-06,frame08793
Disgust,0.002286494,frame08793
Empathic Pain,3.580127e-06,frame08793
Entrancement,1.973152e-06,frame08793
Excitement,3.384036e-05,frame08793
Fear,3.160791e-05,frame08793
Horror,0.304582,frame08793
Interest,0.002482507,frame08793
Joy,2.444417e-06,frame08793
Romance,4.370212e-06,frame08793
Sadness,5.770455e-07,frame08793
Sexual Desire,2.181002e-05,frame08793
Surprise,0.002467818,frame08793
Adoration,9.277738e-08,frame08801
Aesthetic Appreciation,4.234919e-05,frame08801
Amusement,0.0007625061,frame08801
Anxiety,0.0002380948,frame08801
Awe,0.1789084,frame08801
Boredom,4.118077e-05,frame08801
Confusion,0.0002742648,frame08801
Craving,1.907201e-05,frame08801
Disgust,0.5386096,frame08801
Empathic Pain,5.016744e-06,frame08801
Entrancement,2.913275e-05,frame08801
Excitement,3.032017e-05,frame08801
Fear,1.391533e-05,frame08801
Horror,0.06560294,frame08801
Interest,0.02259776,frame08801
Joy,3.382881e-06,frame08801
Romance,2.062821e-07,frame08801
Sadness,1.458603e-06,frame08801
Sexual Desire,8.211605e-06,frame08801
Surprise,0.1928121,frame08801
Adoration,0.01782629,frame08809
Aesthetic Appreciation,0.00108265,frame08809
Amusement,0.02322298,frame08809
Anxiety,0.2918849,frame08809
Awe,0.3786062,frame08809
Boredom,0.008865776,frame08809
Confusion,0.005568602,frame08809
Craving,5.38343e-05,frame08809
Disgust,7.443558e-05,frame08809
Empathic Pain,0.002984606,frame08809
Entrancement,4.91128e-05,frame08809
Excitement,0.001099803,frame08809
Fear,0.0002477582,frame08809
Horror,0.08300246,frame08809
Interest,0.04152823,frame08809
Joy,0.008576099,frame08809
Romance,2.807032e-06,frame08809
Sadness,0.1335161,frame08809
Sexual Desire,4.368764e-06,frame08809
Surprise,0.00180305,frame08809
Adoration,0.01650646,frame08817
Aesthetic Appreciation,0.002342144,frame08817
Amusement,0.08352102,frame08817
Anxiety,0.1944762,frame08817
Awe,0.4163936,frame08817
Boredom,0.0158601,frame08817
Confusion,0.01098756,frame08817
Craving,0.000192032,frame08817
Disgust,5.269223e-05,frame08817
Empathic Pain,0.0009462236,frame08817
Entrancement,0.0002660429,frame08817
Excitement,0.002475298,frame08817
Fear,0.0003472527,frame08817
Horror,0.03530656,frame08817
Interest,0.1379527,frame08817
Joy,0.007387742,frame08817
Romance,7.479465e-06,frame08817
Sadness,0.06841727,frame08817
Sexual Desire,7.439173e-06,frame08817
Surprise,0.006554177,frame08817
Adoration,0.0009223321,frame08825
Aesthetic Appreciation,0.005147843,frame08825
Amusement,0.2571035,frame08825
Anxiety,0.07035662,frame08825
Awe,0.119391,frame08825
Boredom,0.01306405,frame08825
Confusion,0.01091277,frame08825
Craving,0.000204622,frame08825
Disgust,9.009014e-05,frame08825
Empathic Pain,0.00232785,frame08825
Entrancement,0.0001296716,frame08825
Excitement,0.0031203,frame08825
Fear,0.0004147125,frame08825
Horror,0.08054665,frame08825
Interest,0.3106709,frame08825
Joy,0.00644407,frame08825
Romance,1.609962e-06,frame08825
Sadness,0.08564614,frame08825
Sexual Desire,1.382758e-05,frame08825
Surprise,0.0334914,frame08825
Adoration,0.004885504,frame08833
Aesthetic Appreciation,0.001795793,frame08833
Amusement,0.217912,frame08833
Anxiety,0.1401385,frame08833
Awe,0.3519442,frame08833
Boredom,0.0109794,frame08833
Confusion,0.004789016,frame08833
Craving,0.0002566488,frame08833
Disgust,0.0001209405,frame08833
Empathic Pain,0.0009394795,frame08833
Entrancement,9.629545e-05,frame08833
Excitement,0.00440763,frame08833
Fear,0.0004748343,frame08833
Horror,0.02957382,frame08833
Interest,0.1276561,frame08833
Joy,0.01408039,frame08833
Romance,4.184327e-06,frame08833
Sadness,0.07951356,frame08833
Sexual Desire,5.978806e-05,frame08833
Surprise,0.01037174,frame08833
Adoration,0.006300464,frame08841
Aesthetic Appreciation,0.0003679706,frame08841
Amusement,0.4025546,frame08841
Anxiety,0.2447332,frame08841
Awe,0.08566373,frame08841
Boredom,0.01787139,frame08841
Confusion,0.004918915,frame08841
Craving,0.000465239,frame08841
Disgust,0.0001725276,frame08841
Empathic Pain,0.00180638,frame08841
Entrancement,1.50802e-05,frame08841
Excitement,0.005278157,frame08841
Fear,0.000303135,frame08841
Horror,0.07410441,frame08841
Interest,0.01117067,frame08841
Joy,0.001224433,frame08841
Romance,2.689694e-06,frame08841
Sadness,0.1374275,frame08841
Sexual Desire,1.75912e-06,frame08841
Surprise,0.00561769,frame08841
Adoration,0.06246416,frame08849
Aesthetic Appreciation,0.0002160658,frame08849
Amusement,0.001002813,frame08849
Anxiety,0.1473676,frame08849
Awe,0.03189522,frame08849
Boredom,0.003111489,frame08849
Confusion,0.000149467,frame08849
Craving,1.07438e-05,frame08849
Disgust,0.0001081998,frame08849
Empathic Pain,0.001161535,frame08849
Entrancement,1.884061e-07,frame08849
Excitement,0.0007344129,frame08849
Fear,0.0001715379,frame08849
Horror,0.6287616,frame08849
Interest,0.0008492812,frame08849
Joy,0.003331998,frame08849
Romance,5.207926e-05,frame08849
Sadness,0.1177404,frame08849
Sexual Desire,3.247593e-06,frame08849
Surprise,0.0008679715,frame08849
Adoration,0.02085887,frame08857
Aesthetic Appreciation,0.0001717973,frame08857
Amusement,0.01870792,frame08857
Anxiety,0.1613031,frame08857
Awe,0.01174464,frame08857
Boredom,0.001288163,frame08857
Confusion,2.300127e-05,frame08857
Craving,1.489295e-06,frame08857
Disgust,6.133551e-06,frame08857
Empathic Pain,7.665671e-05,frame08857
Entrancement,4.036176e-08,frame08857
Excitement,0.0009216798,frame08857
Fear,1.840772e-05,frame08857
Horror,0.7672298,frame08857
Interest,0.0003581441,frame08857
Joy,0.0006543768,frame08857
Romance,1.268426e-05,frame08857
Sadness,0.01637395,frame08857
Sexual Desire,4.921159e-07,frame08857
Surprise,0.0002485641,frame08857
Adoration,0.02382142,frame08865
Aesthetic Appreciation,0.00185079,frame08865
Amusement,0.2096542,frame08865
Anxiety,0.4967231,frame08865
Awe,0.08026848,frame08865
Boredom,0.007510784,frame08865
Confusion,0.0003051105,frame08865
Craving,1.372895e-05,frame08865
Disgust,1.581534e-05,frame08865
Empathic Pain,0.0006631162,frame08865
Entrancement,5.122561e-07,frame08865
Excitement,0.005818945,frame08865
Fear,1.174511e-05,frame08865
Horror,0.1554433,frame08865
Interest,0.003528534,frame08865
Joy,0.00200725,frame08865
Romance,4.394462e-06,frame08865
Sadness,0.0005484873,frame08865
Sexual Desire,3.918877e-06,frame08865
Surprise,0.01180637,frame08865
Adoration,0.002350776,frame08873
Aesthetic Appreciation,9.38491e-05,frame08873
Amusement,0.07192532,frame08873
Anxiety,0.7818314,frame08873
Awe,0.0375539,frame08873
Boredom,0.001922573,frame08873
Confusion,0.001875316,frame08873
Craving,1.219251e-05,frame08873
Disgust,4.725084e-06,frame08873
Empathic Pain,0.0009947579,frame08873
Entrancement,1.751006e-06,frame08873
Excitement,0.003326429,frame08873
Fear,1.48071e-05,frame08873
Horror,0.08271389,frame08873
Interest,0.0127034,frame08873
Joy,0.001477173,frame08873
Romance,5.091868e-06,frame08873
Sadness,0.0005589863,frame08873
Sexual Desire,3.16852e-07,frame08873
Surprise,0.0006333643,frame08873
Adoration,0.01089839,frame08881
Aesthetic Appreciation,0.0003467589,frame08881
Amusement,0.1523791,frame08881
Anxiety,0.3508238,frame08881
Awe,0.3524882,frame08881
Boredom,0.001993168,frame08881
Confusion,0.01211485,frame08881
Craving,2.688016e-05,frame08881
Disgust,1.345143e-05,frame08881
Empathic Pain,0.001033497,frame08881
Entrancement,1.762596e-06,frame08881
Excitement,0.0004924804,frame08881
Fear,5.784956e-05,frame08881
Horror,0.07461999,frame08881
Interest,0.03205599,frame08881
Joy,0.003063283,frame08881
Romance,9.695802e-06,frame08881
Sadness,0.007254041,frame08881
Sexual Desire,1.940567e-07,frame08881
Surprise,0.0003266343,frame08881
Adoration,0.001939596,frame08889
Aesthetic Appreciation,0.0002676136,frame08889
Amusement,0.06894422,frame08889
Anxiety,0.4195777,frame08889
Awe,0.4094742,frame08889
Boredom,0.0007365799,frame08889
Confusion,0.004989256,frame08889
Craving,0.0002145327,frame08889
Disgust,1.836761e-05,frame08889
Empathic Pain,0.0008014443,frame08889
Entrancement,3.056785e-06,frame08889
Excitement,0.0004032401,frame08889
Fear,0.0001056135,frame08889
Horror,0.06159493,frame08889
Interest,0.02517257,frame08889
Joy,0.001308925,frame08889
Romance,1.593364e-05,frame08889
Sadness,0.004341424,frame08889
Sexual Desire,1.850477e-07,frame08889
Surprise,9.044893e-05,frame08889
Adoration,0.0002698148,frame08897
Aesthetic Appreciation,0.0008777357,frame08897
Amusement,0.006391251,frame08897
Anxiety,0.04352502,frame08897
Awe,0.03052717,frame08897
Boredom,0.001138631,frame08897
Confusion,0.002931155,frame08897
Craving,2.055503e-06,frame08897
Disgust,9.11672e-06,frame08897
Empathic Pain,0.0008290552,frame08897
Entrancement,9.060657e-08,frame08897
Excitement,2.710699e-05,frame08897
Fear,2.053799e-05,frame08897
Horror,0.909551,frame08897
Interest,0.000732722,frame08897
Joy,3.592491e-05,frame08897
Romance,2.701259e-07,frame08897
Sadness,0.002900135,frame08897
Sexual Desire,1.38413e-08,frame08897
Surprise,0.000231307,frame08897
Adoration,0.0016723,frame08905
Aesthetic Appreciation,0.004218728,frame08905
Amusement,0.05712217,frame08905
Anxiety,0.2613192,frame08905
Awe,0.08640218,frame08905
Boredom,0.01645124,frame08905
Confusion,0.04829451,frame08905
Craving,0.0005380463,frame08905
Disgust,4.410902e-05,frame08905
Empathic Pain,0.003542772,frame08905
Entrancement,6.174947e-07,frame08905
Excitement,0.000557334,frame08905
Fear,0.0001745147,frame08905
Horror,0.497032,frame08905
Interest,0.007214375,frame08905
Joy,0.0007444668,frame08905
Romance,4.197988e-05,frame08905
Sadness,0.01378188,frame08905
Sexual Desire,1.790766e-07,frame08905
Surprise,0.0008472389,frame08905
Adoration,0.0006159891,frame08913
Aesthetic Appreciation,4.874815e-05,frame08913
Amusement,0.0004467156,frame08913
Anxiety,0.01064451,frame08913
Awe,0.0008567419,frame08913
Boredom,0.0002985728,frame08913
Confusion,4.069209e-05,frame08913
Craving,6.410522e-06,frame08913
Disgust,1.32143e-06,frame08913
Empathic Pain,9.329207e-05,frame08913
Entrancement,7.213887e-09,frame08913
Excitement,0.0002824192,frame08913
Fear,6.374335e-06,frame08913
Horror,0.9835385,frame08913
Interest,6.023515e-05,frame08913
Joy,3.655981e-05,frame08913
Romance,2.544677e-06,frame08913
Sadness,0.002953433,frame08913
Sexual Desire,2.70871e-08,frame08913
Surprise,6.681714e-05,frame08913
Adoration,0.0009564196,frame08921
Aesthetic Appreciation,2.313882e-05,frame08921
Amusement,0.0005831913,frame08921
Anxiety,0.03908397,frame08921
Awe,0.002662137,frame08921
Boredom,0.0005749703,frame08921
Confusion,0.0006487088,frame08921
Craving,4.866014e-06,frame08921
Disgust,1.029722e-06,frame08921
Empathic Pain,0.0001104642,frame08921
Entrancement,6.890227e-08,frame08921
Excitement,6.491355e-05,frame08921
Fear,3.807657e-06,frame08921
Horror,0.9541275,frame08921
Interest,0.0003010152,frame08921
Joy,1.350962e-05,frame08921
Romance,1.892397e-07,frame08921
Sadness,0.0007698306,frame08921
Sexual Desire,2.146962e-08,frame08921
Surprise,7.032906e-05,frame08921
Adoration,0.000439208,frame08929
Aesthetic Appreciation,0.0001616414,frame08929
Amusement,0.001304255,frame08929
Anxiety,0.03068797,frame08929
Awe,0.01061274,frame08929
Boredom,0.00147487,frame08929
Confusion,0.001330322,frame08929
Craving,2.206303e-05,frame08929
Disgust,1.47705e-06,frame08929
Empathic Pain,0.0001943758,frame08929
Entrancement,2.727249e-07,frame08929
Excitement,0.0001498388,frame08929
Fear,1.823029e-05,frame08929
Horror,0.9508301,frame08929
Interest,0.001466876,frame08929
Joy,5.861475e-05,frame08929
Romance,2.068677e-06,frame08929
Sadness,0.001131228,frame08929
Sexual Desire,9.127457e-08,frame08929
Surprise,0.0001138092,frame08929
Adoration,6.540748e-05,frame08937
Aesthetic Appreciation,0.04574564,frame08937
Amusement,0.0006900455,frame08937
Anxiety,0.02859129,frame08937
Awe,0.01831943,frame08937
Boredom,0.008491872,frame08937
Confusion,2.48873e-05,frame08937
Craving,0.0003879634,frame08937
Disgust,1.06613e-05,frame08937
Empathic Pain,4.725149e-05,frame08937
Entrancement,9.357182e-06,frame08937
Excitement,0.0001438803,frame08937
Fear,0.000224473,frame08937
Horror,0.8676528,frame08937
Interest,0.005020531,frame08937
Joy,0.0004416091,frame08937
Romance,1.359286e-05,frame08937
Sadness,0.02361679,frame08937
Sexual Desire,1.932925e-05,frame08937
Surprise,0.000483255,frame08937
Adoration,9.285608e-05,frame08945
Aesthetic Appreciation,0.04453646,frame08945
Amusement,0.0007398234,frame08945
Anxiety,0.02527997,frame08945
Awe,0.01872575,frame08945
Boredom,0.006679265,frame08945
Confusion,2.142487e-05,frame08945
Craving,0.0003696721,frame08945
Disgust,1.109601e-05,frame08945
Empathic Pain,4.649421e-05,frame08945
Entrancement,8.206278e-06,frame08945
Excitement,0.0001266547,frame08945
Fear,0.0001968594,frame08945
Horror,0.8698068,frame08945
Interest,0.004531909,frame08945
Joy,0.0003889261,frame08945
Romance,1.089347e-05,frame08945
Sadness,0.0278885,frame08945
Sexual Desire,1.268209e-05,frame08945
Surprise,0.0005256869,frame08945
Adoration,0.0001602738,frame08953
Aesthetic Appreciation,0.06436522,frame08953
Amusement,0.001190108,frame08953
Anxiety,0.02052981,frame08953
Awe,0.05031049,frame08953
Boredom,0.009859708,frame08953
Confusion,3.078328e-05,frame08953
Craving,0.000447357,frame08953
Disgust,1.862922e-05,frame08953
Empathic Pain,5.616023e-05,frame08953
Entrancement,8.365244e-06,frame08953
Excitement,0.0001550688,frame08953
Fear,0.0002996764,frame08953
Horror,0.8037711,frame08953
Interest,0.005359164,frame08953
Joy,0.0006543193,frame08953
Romance,1.394759e-05,frame08953
Sadness,0.042108,frame08953
Sexual Desire,1.573106e-05,frame08953
Surprise,0.0006459674,frame08953
Adoration,0.000343255,frame08961
Aesthetic Appreciation,0.06883338,frame08961
Amusement,0.001846222,frame08961
Anxiety,0.02687914,frame08961
Awe,0.1263104,frame08961
Boredom,0.01357163,frame08961
Confusion,3.365954e-05,frame08961
Craving,0.0007221613,frame08961
Disgust,5.796197e-05,frame08961
Empathic Pain,0.0001031912,frame08961
Entrancement,1.403366e-05,frame08961
Excitement,0.0001541417,frame08961
Fear,0.0003962542,frame08961
Horror,0.6735162,frame08961
Interest,0.007260204,frame08961
Joy,0.00111307,frame08961
Romance,2.299909e-05,frame08961
Sadness,0.07767735,frame08961
Sexual Desire,3.505938e-05,frame08961
Surprise,0.001109758,frame08961
Adoration,0.0006446456,frame08969
Aesthetic Appreciation,0.1122614,frame08969
Amusement,0.003784077,frame08969
Anxiety,0.07724193,frame08969
Awe,0.2683463,frame08969
Boredom,0.02073907,frame08969
Confusion,9.57939e-05,frame08969
Craving,0.001706588,frame08969
Disgust,0.0001273318,frame08969
Empathic Pain,0.0002983872,frame08969
Entrancement,5.11339e-05,frame08969
Excitement,0.0003862884,frame08969
Fear,0.0004393964,frame08969
Horror,0.427444,frame08969
Interest,0.01226337,frame08969
Joy,0.003042231,frame08969
Romance,7.714349e-05,frame08969
Sadness,0.06940694,frame08969
Sexual Desire,0.0002105952,frame08969
Surprise,0.001433343,frame08969
Adoration,0.0004062057,frame08977
Aesthetic Appreciation,0.0389597,frame08977
Amusement,0.002593576,frame08977
Anxiety,0.06575959,frame08977
Awe,0.5509518,frame08977
Boredom,0.004628933,frame08977
Confusion,1.926402e-05,frame08977
Craving,0.0003481643,frame08977
Disgust,0.0001126509,frame08977
Empathic Pain,0.0005061494,frame08977
Entrancement,2.808552e-05,frame08977
Excitement,0.0002959959,frame08977
Fear,0.000318551,frame08977
Horror,0.2936152,frame08977
Interest,0.008429639,frame08977
Joy,0.002172791,frame08977
Romance,1.671237e-05,frame08977
Sadness,0.0294766,frame08977
Sexual Desire,2.005356e-05,frame08977
Surprise,0.001340293,frame08977
Adoration,0.0003349155,frame08985
Aesthetic Appreciation,0.03207625,frame08985
Amusement,0.002031734,frame08985
Anxiety,0.04249118,frame08985
Awe,0.4759907,frame08985
Boredom,0.003553499,frame08985
Confusion,2.132354e-05,frame08985
Craving,5.365044e-05,frame08985
Disgust,5.320116e-05,frame08985
Empathic Pain,0.0006661091,frame08985
Entrancement,8.348922e-06,frame08985
Excitement,0.0001252663,frame08985
Fear,0.000225531,frame08985
Horror,0.4152423,frame08985
Interest,0.004310047,frame08985
Joy,0.001049633,frame08985
Romance,1.610648e-05,frame08985
Sadness,0.02089691,frame08985
Sexual Desire,1.158477e-05,frame08985
Surprise,0.0008415941,frame08985
Adoration,0.0005713355,frame08993
Aesthetic Appreciation,0.008276878,frame08993
Amusement,0.0006378813,frame08993
Anxiety,0.09440482,frame08993
Awe,0.1408439,frame08993
Boredom,0.0007597337,frame08993
Confusion,2.182232e-05,frame08993
Craving,1.631221e-05,frame08993
Disgust,6.850821e-05,frame08993
Empathic Pain,0.0005375202,frame08993
Entrancement,8.68479e-06,frame08993
Excitement,7.560464e-05,frame08993
Fear,0.0006268239,frame08993
Horror,0.717645,frame08993
Interest,0.00144894,frame08993
Joy,0.0006125848,frame08993
Romance,3.862544e-06,frame08993
Sadness,0.03305396,frame08993
Sexual Desire,2.426342e-06,frame08993
Surprise,0.0003835043,frame08993
Adoration,7.163158e-05,frame09001
Aesthetic Appreciation,0.007979368,frame09001
Amusement,0.001113327,frame09001
Anxiety,0.00848008,frame09001
Awe,0.6792247,frame09001
Boredom,0.0007313208,frame09001
Confusion,2.61778e-05,frame09001
Craving,6.051779e-06,frame09001
Disgust,7.529597e-05,frame09001
Empathic Pain,0.0007792431,frame09001
Entrancement,7.820672e-06,frame09001
Excitement,4.562591e-05,frame09001
Fear,0.0001848084,frame09001
Horror,0.2871157,frame09001
Interest,0.005123459,frame09001
Joy,0.0006520572,frame09001
Romance,6.865193e-06,frame09001
Sadness,0.007956564,frame09001
Sexual Desire,4.044593e-06,frame09001
Surprise,0.0004158764,frame09001
Adoration,4.561624e-06,frame09009
Aesthetic Appreciation,0.001832371,frame09009
Amusement,0.000211619,frame09009
Anxiety,0.006829105,frame09009
Awe,0.9762843,frame09009
Boredom,0.0001828223,frame09009
Confusion,2.722418e-06,frame09009
Craving,2.470231e-06,frame09009
Disgust,7.647702e-06,frame09009
Empathic Pain,0.000358616,frame09009
Entrancement,1.392218e-06,frame09009
Excitement,1.162868e-05,frame09009
Fear,3.278561e-05,frame09009
Horror,0.0128888,frame09009
Interest,0.0004078524,frame09009
Joy,8.80474e-05,frame09009
Romance,1.611757e-06,frame09009
Sadness,0.0008112788,frame09009
Sexual Desire,1.424673e-06,frame09009
Surprise,3.893622e-05,frame09009
Adoration,3.095019e-05,frame09017
Aesthetic Appreciation,0.0004161255,frame09017
Amusement,0.0004717658,frame09017
Anxiety,0.009368977,frame09017
Awe,0.8324847,frame09017
Boredom,0.0007885024,frame09017
Confusion,1.160561e-05,frame09017
Craving,3.679668e-06,frame09017
Disgust,0.0001059072,frame09017
Empathic Pain,0.0003176012,frame09017
Entrancement,2.395168e-06,frame09017
Excitement,5.086659e-05,frame09017
Fear,6.156349e-05,frame09017
Horror,0.151886,frame09017
Interest,0.0007348137,frame09017
Joy,0.0001645149,frame09017
Romance,8.28837e-06,frame09017
Sadness,0.002951244,frame09017
Sexual Desire,6.734208e-06,frame09017
Surprise,0.0001338862,frame09017
Adoration,4.777314e-06,frame09025
Aesthetic Appreciation,0.001230257,frame09025
Amusement,0.0001197038,frame09025
Anxiety,0.01266525,frame09025
Awe,0.9693337,frame09025
Boredom,0.0002611449,frame09025
Confusion,6.222829e-06,frame09025
Craving,1.181952e-06,frame09025
Disgust,2.260276e-05,frame09025
Empathic Pain,0.001293842,frame09025
Entrancement,1.681623e-06,frame09025
Excitement,2.642122e-05,frame09025
Fear,1.473592e-05,frame09025
Horror,0.01317892,frame09025
Interest,0.001508901,frame09025
Joy,0.00011344,frame09025
Romance,6.938318e-07,frame09025
Sadness,0.0001795545,frame09025
Sexual Desire,7.779096e-07,frame09025
Surprise,3.593659e-05,frame09025
Adoration,8.861838e-06,frame09033
Aesthetic Appreciation,0.003960254,frame09033
Amusement,0.0003359925,frame09033
Anxiety,0.009598602,frame09033
Awe,0.9410533,frame09033
Boredom,0.0005917368,frame09033
Confusion,9.891311e-06,frame09033
Craving,9.397452e-06,frame09033
Disgust,7.292647e-05,frame09033
Empathic Pain,0.001130144,frame09033
Entrancement,1.102372e-05,frame09033
Excitement,4.279365e-05,frame09033
Fear,5.032442e-05,frame09033
Horror,0.0396446,frame09033
Interest,0.002590712,frame09033
Joy,0.0002710196,frame09033
Romance,2.30236e-06,frame09033
Sadness,0.0005114703,frame09033
Sexual Desire,5.79878e-06,frame09033
Surprise,9.872769e-05,frame09033
Adoration,6.160037e-06,frame09041
Aesthetic Appreciation,0.002503892,frame09041
Amusement,0.000164655,frame09041
Anxiety,0.01979456,frame09041
Awe,0.2822748,frame09041
Boredom,0.0002339694,frame09041
Confusion,1.684672e-05,frame09041
Craving,9.940141e-06,frame09041
Disgust,0.0001266908,frame09041
Empathic Pain,0.0001485696,frame09041
Entrancement,2.111413e-06,frame09041
Excitement,2.572046e-05,frame09041
Fear,0.0001765835,frame09041
Horror,0.6901571,frame09041
Interest,0.0004989557,frame09041
Joy,2.257141e-05,frame09041
