EmotionCategory,Probability,FrameID
Excitement,0.007184173,frame00585
Fear,0.07817651,frame00585
Horror,0.02384009,frame00585
Interest,0.1813193,frame00585
Joy,0.001557643,frame00585
Romance,0.0002985637,frame00585
Sadness,0.04071989,frame00585
Sexual Desire,6.174864e-06,frame00585
Surprise,0.002817319,frame00585
Adoration,0.005843076,frame00593
Aesthetic Appreciation,0.001254541,frame00593
Amusement,0.002389447,frame00593
Anxiety,0.5731679,frame00593
Awe,0.03750842,frame00593
Boredom,0.02836983,frame00593
Confusion,0.00954229,frame00593
Craving,8.276475e-05,frame00593
Disgust,0.0002597175,frame00593
Empathic Pain,0.005614368,frame00593
Entrancement,4.800272e-05,frame00593
Excitement,0.007184173,frame00593
Fear,0.07817651,frame00593
Horror,0.02384009,frame00593
Interest,0.1813193,frame00593
Joy,0.001557643,frame00593
Romance,0.0002985637,frame00593
Sadness,0.04071989,frame00593
Sexual Desire,6.174864e-06,frame00593
Surprise,0.002817319,frame00593
Adoration,0.005843076,frame00601
Aesthetic Appreciation,0.001254541,frame00601
Amusement,0.002389447,frame00601
Anxiety,0.5731679,frame00601
Awe,0.03750842,frame00601
Boredom,0.02836983,frame00601
Confusion,0.00954229,frame00601
Craving,8.276475e-05,frame00601
Disgust,0.0002597175,frame00601
Empathic Pain,0.005614368,frame00601
Entrancement,4.800272e-05,frame00601
Excitement,0.007184173,frame00601
Fear,0.07817651,frame00601
Horror,0.02384009,frame00601
Interest,0.1813193,frame00601
Joy,0.001557643,frame00601
Romance,0.0002985637,frame00601
Sadness,0.04071989,frame00601
Sexual Desire,6.174864e-06,frame00601
Surprise,0.002817319,frame00601
Adoration,0.005843076,frame00609
Aesthetic Appreciation,0.001254541,frame00609
Amusement,0.002389447,frame00609
Anxiety,0.5731679,frame00609
Awe,0.03750842,frame00609
Boredom,0.02836983,frame00609
Confusion,0.00954229,frame00609
Craving,8.276475e-05,frame00609
Disgust,0.0002597175,frame00609
Empathic Pain,0.005614368,frame00609
Entrancement,4.800272e-05,frame00609
Excitement,0.007184173,frame00609
Fear,0.07817651,frame00609
Horror,0.02384009,frame00609
Interest,0.1813193,frame00609
Joy,0.001557643,frame00609
Romance,0.0002985637,frame00609
Sadness,0.04071989,frame00609
Sexual Desire,6.174864e-06,frame00609
Surprise,0.002817319,frame00609
Adoration,0.005843076,frame00617
Aesthetic Appreciation,0.001254541,frame00617
Amusement,0.002389447,frame00617
Anxiety,0.5731679,frame00617
Awe,0.03750842,frame00617
Boredom,0.02836983,frame00617
Confusion,0.00954229,frame00617
Craving,8.276475e-05,frame00617
Disgust,0.0002597175,frame00617
Empathic Pain,0.005614368,frame00617
Entrancement,4.800272e-05,frame00617
Excitement,0.007184173,frame00617
Fear,0.07817651,frame00617
Horror,0.02384009,frame00617
Interest,0.1813193,frame00617
Joy,0.001557643,frame00617
Romance,0.0002985637,frame00617
Sadness,0.04071989,frame00617
Sexual Desire,6.174864e-06,frame00617
Surprise,0.002817319,frame00617
Adoration,0.005843076,frame00625
Aesthetic Appreciation,0.001254541,frame00625
Amusement,0.002389447,frame00625
Anxiety,0.5731679,frame00625
Awe,0.03750842,frame00625
Boredom,0.02836983,frame00625
Confusion,0.00954229,frame00625
Craving,8.276475e-05,frame00625
Disgust,0.0002597175,frame00625
Empathic Pain,0.005614368,frame00625
Entrancement,4.800272e-05,frame00625
Excitement,0.007184173,frame00625
Fear,0.07817651,frame00625
Horror,0.02384009,frame00625
Interest,0.1813193,frame00625
Joy,0.001557643,frame00625
Romance,0.0002985637,frame00625
Sadness,0.04071989,frame00625
Sexual Desire,6.174864e-06,frame00625
Surprise,0.002817319,frame00625
Adoration,0.005843076,frame00633
Aesthetic Appreciation,0.001254541,frame00633
Amusement,0.002389447,frame00633
Anxiety,0.5731679,frame00633
Awe,0.03750842,frame00633
Boredom,0.02836983,frame00633
Confusion,0.00954229,frame00633
Craving,8.276475e-05,frame00633
Disgust,0.0002597175,frame00633
Empathic Pain,0.005614368,frame00633
Entrancement,4.800272e-05,frame00633
Excitement,0.007184173,frame00633
Fear,0.07817651,frame00633
Horror,0.02384009,frame00633
Interest,0.1813193,frame00633
Joy,0.001557643,frame00633
Romance,0.0002985637,frame00633
Sadness,0.04071989,frame00633
Sexual Desire,6.174864e-06,frame00633
Surprise,0.002817319,frame00633
Adoration,0.005843076,frame00641
Aesthetic Appreciation,0.001254541,frame00641
Amusement,0.002389447,frame00641
Anxiety,0.5731679,frame00641
Awe,0.03750842,frame00641
Boredom,0.02836983,frame00641
Confusion,0.00954229,frame00641
Craving,8.276475e-05,frame00641
Disgust,0.0002597175,frame00641
Empathic Pain,0.005614368,frame00641
Entrancement,4.800272e-05,frame00641
Excitement,0.007184173,frame00641
Fear,0.07817651,frame00641
Horror,0.02384009,frame00641
Interest,0.1813193,frame00641
Joy,0.001557643,frame00641
Romance,0.0002985637,frame00641
Sadness,0.04071989,frame00641
Sexual Desire,6.174864e-06,frame00641
Surprise,0.002817319,frame00641
Adoration,0.005843076,frame00649
Aesthetic Appreciation,0.001254541,frame00649
Amusement,0.002389447,frame00649
Anxiety,0.5731679,frame00649
Awe,0.03750842,frame00649
Boredom,0.02836983,frame00649
Confusion,0.00954229,frame00649
Craving,8.276475e-05,frame00649
Disgust,0.0002597175,frame00649
Empathic Pain,0.005614368,frame00649
Entrancement,4.800272e-05,frame00649
Excitement,0.007184173,frame00649
Fear,0.07817651,frame00649
Horror,0.02384009,frame00649
Interest,0.1813193,frame00649
Joy,0.001557643,frame00649
Romance,0.0002985637,frame00649
Sadness,0.04071989,frame00649
Sexual Desire,6.174864e-06,frame00649
Surprise,0.002817319,frame00649
Adoration,0.005843076,frame00657
Aesthetic Appreciation,0.001254541,frame00657
Amusement,0.002389447,frame00657
Anxiety,0.5731679,frame00657
Awe,0.03750842,frame00657
Boredom,0.02836983,frame00657
Confusion,0.00954229,frame00657
Craving,8.276475e-05,frame00657
Disgust,0.0002597175,frame00657
Empathic Pain,0.005614368,frame00657
Entrancement,4.800272e-05,frame00657
Excitement,0.007184173,frame00657
Fear,0.07817651,frame00657
Horror,0.02384009,frame00657
Interest,0.1813193,frame00657
Joy,0.001557643,frame00657
Romance,0.0002985637,frame00657
Sadness,0.04071989,frame00657
Sexual Desire,6.174864e-06,frame00657
Surprise,0.002817319,frame00657
Adoration,0.005843076,frame00665
Aesthetic Appreciation,0.001254541,frame00665
Amusement,0.002389447,frame00665
Anxiety,0.5731679,frame00665
Awe,0.03750842,frame00665
Boredom,0.02836983,frame00665
Confusion,0.00954229,frame00665
Craving,8.276475e-05,frame00665
Disgust,0.0002597175,frame00665
Empathic Pain,0.005614368,frame00665
Entrancement,4.800272e-05,frame00665
Excitement,0.007184173,frame00665
Fear,0.07817651,frame00665
Horror,0.02384009,frame00665
Interest,0.1813193,frame00665
Joy,0.001557643,frame00665
Romance,0.0002985637,frame00665
Sadness,0.04071989,frame00665
Sexual Desire,6.174864e-06,frame00665
Surprise,0.002817319,frame00665
Adoration,0.005843076,frame00673
Aesthetic Appreciation,0.001254541,frame00673
Amusement,0.002389447,frame00673
Anxiety,0.5731679,frame00673
Awe,0.03750842,frame00673
Boredom,0.02836983,frame00673
Confusion,0.00954229,frame00673
Craving,8.276475e-05,frame00673
Disgust,0.0002597175,frame00673
Empathic Pain,0.005614368,frame00673
Entrancement,4.800272e-05,frame00673
Excitement,0.007184173,frame00673
Fear,0.07817651,frame00673
Horror,0.02384009,frame00673
Interest,0.1813193,frame00673
Joy,0.001557643,frame00673
Romance,0.0002985637,frame00673
Sadness,0.04071989,frame00673
Sexual Desire,6.174864e-06,frame00673
Surprise,0.002817319,frame00673
Adoration,0.005843076,frame00681
Aesthetic Appreciation,0.001254541,frame00681
Amusement,0.002389447,frame00681
Anxiety,0.5731679,frame00681
Awe,0.03750842,frame00681
Boredom,0.02836983,frame00681
Confusion,0.00954229,frame00681
Craving,8.276475e-05,frame00681
Disgust,0.0002597175,frame00681
Empathic Pain,0.005614368,frame00681
Entrancement,4.800272e-05,frame00681
Excitement,0.007184173,frame00681
Fear,0.07817651,frame00681
Horror,0.02384009,frame00681
Interest,0.1813193,frame00681
Joy,0.001557643,frame00681
Romance,0.0002985637,frame00681
Sadness,0.04071989,frame00681
Sexual Desire,6.174864e-06,frame00681
Surprise,0.002817319,frame00681
Adoration,0.005843076,frame00689
Aesthetic Appreciation,0.001254541,frame00689
Amusement,0.002389447,frame00689
Anxiety,0.5731679,frame00689
Awe,0.03750842,frame00689
Boredom,0.02836983,frame00689
Confusion,0.00954229,frame00689
Craving,8.276475e-05,frame00689
Disgust,0.0002597175,frame00689
Empathic Pain,0.005614368,frame00689
Entrancement,4.800272e-05,frame00689
Excitement,0.007184173,frame00689
Fear,0.07817651,frame00689
Horror,0.02384009,frame00689
Interest,0.1813193,frame00689
Joy,0.001557643,frame00689
Romance,0.0002985637,frame00689
Sadness,0.04071989,frame00689
Sexual Desire,6.174864e-06,frame00689
Surprise,0.002817319,frame00689
Adoration,0.005843076,frame00697
Aesthetic Appreciation,0.001254541,frame00697
Amusement,0.002389447,frame00697
Anxiety,0.5731679,frame00697
Awe,0.03750842,frame00697
Boredom,0.02836983,frame00697
Confusion,0.00954229,frame00697
Craving,8.276475e-05,frame00697
Disgust,0.0002597175,frame00697
Empathic Pain,0.005614368,frame00697
Entrancement,4.800272e-05,frame00697
Excitement,0.007184173,frame00697
Fear,0.07817651,frame00697
Horror,0.02384009,frame00697
Interest,0.1813193,frame00697
Joy,0.001557643,frame00697
Romance,0.0002985637,frame00697
Sadness,0.04071989,frame00697
Sexual Desire,6.174864e-06,frame00697
Surprise,0.002817319,frame00697
Adoration,0.005843076,frame00705
Aesthetic Appreciation,0.001254541,frame00705
Amusement,0.002389447,frame00705
Anxiety,0.5731679,frame00705
Awe,0.03750842,frame00705
Boredom,0.02836983,frame00705
Confusion,0.00954229,frame00705
Craving,8.276475e-05,frame00705
Disgust,0.0002597175,frame00705
Empathic Pain,0.005614368,frame00705
Entrancement,4.800272e-05,frame00705
Excitement,0.007184173,frame00705
Fear,0.07817651,frame00705
Horror,0.02384009,frame00705
Interest,0.1813193,frame00705
Joy,0.001557643,frame00705
Romance,0.0002985637,frame00705
Sadness,0.04071989,frame00705
Sexual Desire,6.174864e-06,frame00705
Surprise,0.002817319,frame00705
Adoration,0.005843076,frame00713
Aesthetic Appreciation,0.001254541,frame00713
Amusement,0.002389447,frame00713
Anxiety,0.5731679,frame00713
Awe,0.03750842,frame00713
Boredom,0.02836983,frame00713
Confusion,0.00954229,frame00713
Craving,8.276475e-05,frame00713
Disgust,0.0002597175,frame00713
Empathic Pain,0.005614368,frame00713
Entrancement,4.800272e-05,frame00713
Excitement,0.007184173,frame00713
Fear,0.07817651,frame00713
Horror,0.02384009,frame00713
Interest,0.1813193,frame00713
Joy,0.001557643,frame00713
Romance,0.0002985637,frame00713
Sadness,0.04071989,frame00713
Sexual Desire,6.174864e-06,frame00713
Surprise,0.002817319,frame00713
Adoration,0.005843076,frame00721
Aesthetic Appreciation,0.001254541,frame00721
Amusement,0.002389447,frame00721
Anxiety,0.5731679,frame00721
Awe,0.03750842,frame00721
Boredom,0.02836983,frame00721
Confusion,0.00954229,frame00721
Craving,8.276475e-05,frame00721
Disgust,0.0002597175,frame00721
Empathic Pain,0.005614368,frame00721
Entrancement,4.800272e-05,frame00721
Excitement,0.007184173,frame00721
Fear,0.07817651,frame00721
Horror,0.02384009,frame00721
Interest,0.1813193,frame00721
Joy,0.001557643,frame00721
Romance,0.0002985637,frame00721
Sadness,0.04071989,frame00721
Sexual Desire,6.174864e-06,frame00721
Surprise,0.002817319,frame00721
Adoration,0.005843076,frame00729
Aesthetic Appreciation,0.001254541,frame00729
Amusement,0.002389447,frame00729
Anxiety,0.5731679,frame00729
Awe,0.03750842,frame00729
Boredom,0.02836983,frame00729
Confusion,0.00954229,frame00729
Craving,8.276475e-05,frame00729
Disgust,0.0002597175,frame00729
Empathic Pain,0.005614368,frame00729
Entrancement,4.800272e-05,frame00729
Excitement,0.007184173,frame00729
Fear,0.07817651,frame00729
Horror,0.02384009,frame00729
Interest,0.1813193,frame00729
Joy,0.001557643,frame00729
Romance,0.0002985637,frame00729
Sadness,0.04071989,frame00729
Sexual Desire,6.174864e-06,frame00729
Surprise,0.002817319,frame00729
Adoration,0.005843076,frame00737
Aesthetic Appreciation,0.001254541,frame00737
Amusement,0.002389447,frame00737
Anxiety,0.5731679,frame00737
Awe,0.03750842,frame00737
Boredom,0.02836983,frame00737
Confusion,0.00954229,frame00737
Craving,8.276475e-05,frame00737
Disgust,0.0002597175,frame00737
Empathic Pain,0.005614368,frame00737
Entrancement,4.800272e-05,frame00737
Excitement,0.007184173,frame00737
Fear,0.07817651,frame00737
Horror,0.02384009,frame00737
Interest,0.1813193,frame00737
Joy,0.001557643,frame00737
Romance,0.0002985637,frame00737
Sadness,0.04071989,frame00737
Sexual Desire,6.174864e-06,frame00737
Surprise,0.002817319,frame00737
Adoration,0.005843076,frame00745
Aesthetic Appreciation,0.001254541,frame00745
Amusement,0.002389447,frame00745
Anxiety,0.5731679,frame00745
Awe,0.03750842,frame00745
Boredom,0.02836983,frame00745
Confusion,0.00954229,frame00745
Craving,8.276475e-05,frame00745
Disgust,0.0002597175,frame00745
Empathic Pain,0.005614368,frame00745
Entrancement,4.800272e-05,frame00745
Excitement,0.007184173,frame00745
Fear,0.07817651,frame00745
Horror,0.02384009,frame00745
Interest,0.1813193,frame00745
Joy,0.001557643,frame00745
Romance,0.0002985637,frame00745
Sadness,0.04071989,frame00745
Sexual Desire,6.174864e-06,frame00745
Surprise,0.002817319,frame00745
Adoration,0.005843076,frame00753
Aesthetic Appreciation,0.001254541,frame00753
Amusement,0.002389447,frame00753
Anxiety,0.5731679,frame00753
Awe,0.03750842,frame00753
Boredom,0.02836983,frame00753
Confusion,0.00954229,frame00753
Craving,8.276475e-05,frame00753
Disgust,0.0002597175,frame00753
Empathic Pain,0.005614368,frame00753
Entrancement,4.800272e-05,frame00753
Excitement,0.007184173,frame00753
Fear,0.07817651,frame00753
Horror,0.02384009,frame00753
Interest,0.1813193,frame00753
Joy,0.001557643,frame00753
Romance,0.0002985637,frame00753
Sadness,0.04071989,frame00753
Sexual Desire,6.174864e-06,frame00753
Surprise,0.002817319,frame00753
Adoration,0.005843076,frame00761
Aesthetic Appreciation,0.001254541,frame00761
Amusement,0.002389447,frame00761
Anxiety,0.5731679,frame00761
Awe,0.03750842,frame00761
Boredom,0.02836983,frame00761
Confusion,0.00954229,frame00761
Craving,8.276475e-05,frame00761
Disgust,0.0002597175,frame00761
Empathic Pain,0.005614368,frame00761
Entrancement,4.800272e-05,frame00761
Excitement,0.007184173,frame00761
Fear,0.07817651,frame00761
Horror,0.02384009,frame00761
Interest,0.1813193,frame00761
Joy,0.001557643,frame00761
Romance,0.0002985637,frame00761
Sadness,0.04071989,frame00761
Sexual Desire,6.174864e-06,frame00761
Surprise,0.002817319,frame00761
Adoration,0.005843076,frame00769
Aesthetic Appreciation,0.001254541,frame00769
Amusement,0.002389447,frame00769
Anxiety,0.5731679,frame00769
Awe,0.03750842,frame00769
Boredom,0.02836983,frame00769
Confusion,0.00954229,frame00769
Craving,8.276475e-05,frame00769
Disgust,0.0002597175,frame00769
Empathic Pain,0.005614368,frame00769
Entrancement,4.800272e-05,frame00769
Excitement,0.007184173,frame00769
Fear,0.07817651,frame00769
Horror,0.02384009,frame00769
Interest,0.1813193,frame00769
Joy,0.001557643,frame00769
Romance,0.0002985637,frame00769
Sadness,0.04071989,frame00769
Sexual Desire,6.174864e-06,frame00769
Surprise,0.002817319,frame00769
Adoration,0.005843076,frame00777
Aesthetic Appreciation,0.001254541,frame00777
Amusement,0.002389447,frame00777
Anxiety,0.5731679,frame00777
Awe,0.03750842,frame00777
Boredom,0.02836983,frame00777
Confusion,0.00954229,frame00777
Craving,8.276475e-05,frame00777
Disgust,0.0002597175,frame00777
Empathic Pain,0.005614368,frame00777
Entrancement,4.800272e-05,frame00777
Excitement,0.007184173,frame00777
Fear,0.07817651,frame00777
Horror,0.02384009,frame00777
Interest,0.1813193,frame00777
Joy,0.001557643,frame00777
Romance,0.0002985637,frame00777
Sadness,0.04071989,frame00777
Sexual Desire,6.174864e-06,frame00777
Surprise,0.002817319,frame00777
Adoration,0.005843076,frame00785
Aesthetic Appreciation,0.001254541,frame00785
Amusement,0.002389447,frame00785
Anxiety,0.5731679,frame00785
Awe,0.03750842,frame00785
Boredom,0.02836983,frame00785
Confusion,0.00954229,frame00785
Craving,8.276475e-05,frame00785
Disgust,0.0002597175,frame00785
Empathic Pain,0.005614368,frame00785
Entrancement,4.800272e-05,frame00785
Excitement,0.007184173,frame00785
Fear,0.07817651,frame00785
Horror,0.02384009,frame00785
Interest,0.1813193,frame00785
Joy,0.001557643,frame00785
Romance,0.0002985637,frame00785
Sadness,0.04071989,frame00785
Sexual Desire,6.174864e-06,frame00785
Surprise,0.002817319,frame00785
Adoration,0.005843076,frame00793
Aesthetic Appreciation,0.001254541,frame00793
Amusement,0.002389447,frame00793
Anxiety,0.5731679,frame00793
Awe,0.03750842,frame00793
Boredom,0.02836983,frame00793
Confusion,0.00954229,frame00793
Craving,8.276475e-05,frame00793
Disgust,0.0002597175,frame00793
Empathic Pain,0.005614368,frame00793
Entrancement,4.800272e-05,frame00793
Excitement,0.007184173,frame00793
Fear,0.07817651,frame00793
Horror,0.02384009,frame00793
Interest,0.1813193,frame00793
Joy,0.001557643,frame00793
Romance,0.0002985637,frame00793
Sadness,0.04071989,frame00793
Sexual Desire,6.174864e-06,frame00793
Surprise,0.002817319,frame00793
Adoration,0.005843076,frame00801
Aesthetic Appreciation,0.001254541,frame00801
Amusement,0.002389447,frame00801
Anxiety,0.5731679,frame00801
Awe,0.03750842,frame00801
Boredom,0.02836983,frame00801
Confusion,0.00954229,frame00801
Craving,8.276475e-05,frame00801
Disgust,0.0002597175,frame00801
Empathic Pain,0.005614368,frame00801
Entrancement,4.800272e-05,frame00801
Excitement,0.007184173,frame00801
Fear,0.07817651,frame00801
Horror,0.02384009,frame00801
Interest,0.1813193,frame00801
Joy,0.001557643,frame00801
Romance,0.0002985637,frame00801
Sadness,0.04071989,frame00801
Sexual Desire,6.174864e-06,frame00801
Surprise,0.002817319,frame00801
Adoration,0.005843076,frame00809
Aesthetic Appreciation,0.001254541,frame00809
Amusement,0.002389447,frame00809
Anxiety,0.5731679,frame00809
Awe,0.03750842,frame00809
Boredom,0.02836983,frame00809
Confusion,0.00954229,frame00809
Craving,8.276475e-05,frame00809
Disgust,0.0002597175,frame00809
Empathic Pain,0.005614368,frame00809
Entrancement,4.800272e-05,frame00809
Excitement,0.007184173,frame00809
Fear,0.07817651,frame00809
Horror,0.02384009,frame00809
Interest,0.1813193,frame00809
Joy,0.001557643,frame00809
Romance,0.0002985637,frame00809
Sadness,0.04071989,frame00809
Sexual Desire,6.174864e-06,frame00809
Surprise,0.002817319,frame00809
Adoration,0.005843076,frame00817
Aesthetic Appreciation,0.001254541,frame00817
Amusement,0.002389447,frame00817
Anxiety,0.5731679,frame00817
Awe,0.03750842,frame00817
Boredom,0.02836983,frame00817
Confusion,0.00954229,frame00817
Craving,8.276475e-05,frame00817
Disgust,0.0002597175,frame00817
Empathic Pain,0.005614368,frame00817
Entrancement,4.800272e-05,frame00817
Excitement,0.007184173,frame00817
Fear,0.07817651,frame00817
Horror,0.02384009,frame00817
Interest,0.1813193,frame00817
Joy,0.001557643,frame00817
Romance,0.0002985637,frame00817
Sadness,0.04071989,frame00817
Sexual Desire,6.174864e-06,frame00817
Surprise,0.002817319,frame00817
Adoration,0.005843076,frame00825
Aesthetic Appreciation,0.001254541,frame00825
Amusement,0.002389447,frame00825
Anxiety,0.5731679,frame00825
Awe,0.03750842,frame00825
Boredom,0.02836983,frame00825
Confusion,0.00954229,frame00825
Craving,8.276475e-05,frame00825
Disgust,0.0002597175,frame00825
Empathic Pain,0.005614368,frame00825
Entrancement,4.800272e-05,frame00825
Excitement,0.007184173,frame00825
Fear,0.07817651,frame00825
Horror,0.02384009,frame00825
Interest,0.1813193,frame00825
Joy,0.001557643,frame00825
Romance,0.0002985637,frame00825
Sadness,0.04071989,frame00825
Sexual Desire,6.174864e-06,frame00825
Surprise,0.002817319,frame00825
Adoration,0.005843076,frame00833
Aesthetic Appreciation,0.001254541,frame00833
Amusement,0.002389447,frame00833
Anxiety,0.5731679,frame00833
Awe,0.03750842,frame00833
Boredom,0.02836983,frame00833
Confusion,0.00954229,frame00833
Craving,8.276475e-05,frame00833
Disgust,0.0002597175,frame00833
Empathic Pain,0.005614368,frame00833
Entrancement,4.800272e-05,frame00833
Excitement,0.007184173,frame00833
Fear,0.07817651,frame00833
Horror,0.02384009,frame00833
Interest,0.1813193,frame00833
Joy,0.001557643,frame00833
Romance,0.0002985637,frame00833
Sadness,0.04071989,frame00833
Sexual Desire,6.174864e-06,frame00833
Surprise,0.002817319,frame00833
Adoration,0.005843076,frame00841
Aesthetic Appreciation,0.001254541,frame00841
Amusement,0.002389447,frame00841
Anxiety,0.5731679,frame00841
Awe,0.03750842,frame00841
Boredom,0.02836983,frame00841
Confusion,0.00954229,frame00841
Craving,8.276475e-05,frame00841
Disgust,0.0002597175,frame00841
Empathic Pain,0.005614368,frame00841
Entrancement,4.800272e-05,frame00841
Excitement,0.007184173,frame00841
Fear,0.07817651,frame00841
Horror,0.02384009,frame00841
Interest,0.1813193,frame00841
Joy,0.001557643,frame00841
Romance,0.0002985637,frame00841
Sadness,0.04071989,frame00841
Sexual Desire,6.174864e-06,frame00841
Surprise,0.002817319,frame00841
Adoration,0.005843076,frame00849
Aesthetic Appreciation,0.001254541,frame00849
Amusement,0.002389447,frame00849
Anxiety,0.5731679,frame00849
Awe,0.03750842,frame00849
Boredom,0.02836983,frame00849
Confusion,0.00954229,frame00849
Craving,8.276475e-05,frame00849
Disgust,0.0002597175,frame00849
Empathic Pain,0.005614368,frame00849
Entrancement,4.800272e-05,frame00849
Excitement,0.007184173,frame00849
Fear,0.07817651,frame00849
Horror,0.02384009,frame00849
Interest,0.1813193,frame00849
Joy,0.001557643,frame00849
Romance,0.0002985637,frame00849
Sadness,0.04071989,frame00849
Sexual Desire,6.174864e-06,frame00849
Surprise,0.002817319,frame00849
Adoration,0.005843076,frame00857
Aesthetic Appreciation,0.001254541,frame00857
Amusement,0.002389447,frame00857
Anxiety,0.5731679,frame00857
Awe,0.03750842,frame00857
Boredom,0.02836983,frame00857
Confusion,0.00954229,frame00857
Craving,8.276475e-05,frame00857
Disgust,0.0002597175,frame00857
Empathic Pain,0.005614368,frame00857
Entrancement,4.800272e-05,frame00857
Excitement,0.007184173,frame00857
Fear,0.07817651,frame00857
Horror,0.02384009,frame00857
Interest,0.1813193,frame00857
Joy,0.001557643,frame00857
Romance,0.0002985637,frame00857
Sadness,0.04071989,frame00857
Sexual Desire,6.174864e-06,frame00857
Surprise,0.002817319,frame00857
Adoration,0.005843076,frame00865
Aesthetic Appreciation,0.001254541,frame00865
Amusement,0.002389447,frame00865
Anxiety,0.5731679,frame00865
Awe,0.03750842,frame00865
Boredom,0.02836983,frame00865
Confusion,0.00954229,frame00865
Craving,8.276475e-05,frame00865
Disgust,0.0002597175,frame00865
Empathic Pain,0.005614368,frame00865
Entrancement,4.800272e-05,frame00865
Excitement,0.007184173,frame00865
Fear,0.07817651,frame00865
Horror,0.02384009,frame00865
Interest,0.1813193,frame00865
Joy,0.001557643,frame00865
Romance,0.0002985637,frame00865
Sadness,0.04071989,frame00865
Sexual Desire,6.174864e-06,frame00865
Surprise,0.002817319,frame00865
Adoration,0.005843076,frame00873
Aesthetic Appreciation,0.001254541,frame00873
Amusement,0.002389447,frame00873
Anxiety,0.5731679,frame00873
Awe,0.03750842,frame00873
Boredom,0.02836983,frame00873
Confusion,0.00954229,frame00873
Craving,8.276475e-05,frame00873
Disgust,0.0002597175,frame00873
Empathic Pain,0.005614368,frame00873
Entrancement,4.800272e-05,frame00873
Excitement,0.007184173,frame00873
Fear,0.07817651,frame00873
Horror,0.02384009,frame00873
Interest,0.1813193,frame00873
Joy,0.001557643,frame00873
Romance,0.0002985637,frame00873
Sadness,0.04071989,frame00873
Sexual Desire,6.174864e-06,frame00873
Surprise,0.002817319,frame00873
Adoration,0.005843076,frame00881
Aesthetic Appreciation,0.001254541,frame00881
Amusement,0.002389447,frame00881
Anxiety,0.5731679,frame00881
Awe,0.03750842,frame00881
Boredom,0.02836983,frame00881
Confusion,0.00954229,frame00881
Craving,8.276475e-05,frame00881
Disgust,0.0002597175,frame00881
Empathic Pain,0.005614368,frame00881
Entrancement,4.800272e-05,frame00881
Excitement,0.007184173,frame00881
Fear,0.07817651,frame00881
Horror,0.02384009,frame00881
Interest,0.1813193,frame00881
Joy,0.001557643,frame00881
Romance,0.0002985637,frame00881
Sadness,0.04071989,frame00881
Sexual Desire,6.174864e-06,frame00881
Surprise,0.002817319,frame00881
Adoration,0.005843076,frame00889
Aesthetic Appreciation,0.001254541,frame00889
Amusement,0.002389447,frame00889
Anxiety,0.5731679,frame00889
Awe,0.03750842,frame00889
Boredom,0.02836983,frame00889
Confusion,0.00954229,frame00889
Craving,8.276475e-05,frame00889
Disgust,0.0002597175,frame00889
Empathic Pain,0.005614368,frame00889
Entrancement,4.800272e-05,frame00889
Excitement,0.007184173,frame00889
Fear,0.07817651,frame00889
Horror,0.02384009,frame00889
Interest,0.1813193,frame00889
Joy,0.001557643,frame00889
Romance,0.0002985637,frame00889
Sadness,0.04071989,frame00889
Sexual Desire,6.174864e-06,frame00889
Surprise,0.002817319,frame00889
Adoration,0.005843076,frame00897
Aesthetic Appreciation,0.001254541,frame00897
Amusement,0.002389447,frame00897
Anxiety,0.5731679,frame00897
Awe,0.03750842,frame00897
Boredom,0.02836983,frame00897
Confusion,0.00954229,frame00897
Craving,8.276475e-05,frame00897
Disgust,0.0002597175,frame00897
Empathic Pain,0.005614368,frame00897
Entrancement,4.800272e-05,frame00897
Excitement,0.007184173,frame00897
Fear,0.07817651,frame00897
Horror,0.02384009,frame00897
Interest,0.1813193,frame00897
Joy,0.001557643,frame00897
Romance,0.0002985637,frame00897
Sadness,0.04071989,frame00897
Sexual Desire,6.174864e-06,frame00897
Surprise,0.002817319,frame00897
Adoration,0.005843076,frame00905
Aesthetic Appreciation,0.001254541,frame00905
Amusement,0.002389447,frame00905
Anxiety,0.5731679,frame00905
Awe,0.03750842,frame00905
Boredom,0.02836983,frame00905
Confusion,0.00954229,frame00905
Craving,8.276475e-05,frame00905
Disgust,0.0002597175,frame00905
Empathic Pain,0.005614368,frame00905
Entrancement,4.800272e-05,frame00905
Excitement,0.007184173,frame00905
Fear,0.07817651,frame00905
Horror,0.02384009,frame00905
Interest,0.1813193,frame00905
Joy,0.001557643,frame00905
Romance,0.0002985637,frame00905
Sadness,0.04071989,frame00905
Sexual Desire,6.174864e-06,frame00905
Surprise,0.002817319,frame00905
Adoration,0.005843076,frame00913
Aesthetic Appreciation,0.001254541,frame00913
Amusement,0.002389447,frame00913
Anxiety,0.5731679,frame00913
Awe,0.03750842,frame00913
Boredom,0.02836983,frame00913
Confusion,0.00954229,frame00913
Craving,8.276475e-05,frame00913
Disgust,0.0002597175,frame00913
Empathic Pain,0.005614368,frame00913
Entrancement,4.800272e-05,frame00913
Excitement,0.007184173,frame00913
Fear,0.07817651,frame00913
Horror,0.02384009,frame00913
Interest,0.1813193,frame00913
Joy,0.001557643,frame00913
Romance,0.0002985637,frame00913
Sadness,0.04071989,frame00913
Sexual Desire,6.174864e-06,frame00913
Surprise,0.002817319,frame00913
Adoration,0.005843076,frame00921
Aesthetic Appreciation,0.001254541,frame00921
Amusement,0.002389447,frame00921
