EmotionCategory,Probability,FrameID
Fear,1.821355e-07,frame10929
Horror,1.157565e-05,frame10929
Interest,0.0005150261,frame10929
Joy,0.003991113,frame10929
Romance,0.4863504,frame10929
Sadness,0.0105416,frame10929
Sexual Desire,0.0002873193,frame10929
Surprise,0.0001001348,frame10929
Adoration,4.063695e-06,frame10937
Aesthetic Appreciation,0.000138876,frame10937
Amusement,0.0002223118,frame10937
Anxiety,4.292082e-07,frame10937
Awe,3.850213e-05,frame10937
Boredom,0.0003915206,frame10937
Confusion,1.718372e-05,frame10937
Craving,9.666611e-07,frame10937
Disgust,0.4938085,frame10937
Empathic Pain,5.777247e-07,frame10937
Entrancement,7.116193e-09,frame10937
Excitement,1.101779e-06,frame10937
Fear,5.976196e-08,frame10937
Horror,2.733924e-06,frame10937
Interest,4.089047e-05,frame10937
Joy,0.00027892,frame10937
Romance,0.5016609,frame10937
Sadness,0.002041448,frame10937
Sexual Desire,0.001295617,frame10937
Surprise,5.544466e-05,frame10937
Adoration,3.539104e-05,frame10945
Aesthetic Appreciation,0.0003178195,frame10945
Amusement,0.002720018,frame10945
Anxiety,1.817013e-06,frame10945
Awe,1.456618e-05,frame10945
Boredom,0.0005236841,frame10945
Confusion,2.37346e-05,frame10945
Craving,1.421649e-06,frame10945
Disgust,0.5448523,frame10945
Empathic Pain,1.939744e-05,frame10945
Entrancement,1.356757e-08,frame10945
Excitement,2.922515e-05,frame10945
Fear,5.22635e-08,frame10945
Horror,0.0003610392,frame10945
Interest,6.365893e-05,frame10945
Joy,0.0008311651,frame10945
Romance,0.3686977,frame10945
Sadness,0.004198486,frame10945
Sexual Desire,0.07723991,frame10945
Surprise,6.850657e-05,frame10945
Adoration,0.0002190029,frame10953
Aesthetic Appreciation,0.0007362022,frame10953
Amusement,0.2560663,frame10953
Anxiety,4.772419e-06,frame10953
Awe,4.437319e-05,frame10953
Boredom,0.001071798,frame10953
Confusion,9.053002e-05,frame10953
Craving,5.362506e-08,frame10953
Disgust,0.4831257,frame10953
Empathic Pain,6.692118e-05,frame10953
Entrancement,1.202962e-07,frame10953
Excitement,6.892772e-05,frame10953
Fear,3.019096e-07,frame10953
Horror,0.003250842,frame10953
Interest,8.07058e-05,frame10953
Joy,0.004830562,frame10953
Romance,0.1634961,frame10953
Sadness,0.02410242,frame10953
Sexual Desire,0.06269349,frame10953
Surprise,5.080235e-05,frame10953
Adoration,1.247824e-05,frame10961
Aesthetic Appreciation,0.6884049,frame10961
Amusement,0.002597427,frame10961
Anxiety,9.379473e-05,frame10961
Awe,0.005553358,frame10961
Boredom,0.002235418,frame10961
Confusion,0.0001578212,frame10961
Craving,1.52043e-05,frame10961
Disgust,0.001324916,frame10961
Empathic Pain,3.358657e-07,frame10961
Entrancement,0.0003821874,frame10961
Excitement,1.875167e-05,frame10961
Fear,2.4701e-05,frame10961
Horror,0.2600833,frame10961
Interest,0.01475121,frame10961
Joy,0.0002908051,frame10961
Romance,0.01186756,frame10961
Sadness,0.01203796,frame10961
Sexual Desire,0.0001319808,frame10961
Surprise,1.592283e-05,frame10961
Adoration,1.323145e-05,frame10969
Aesthetic Appreciation,0.7143351,frame10969
Amusement,0.003234024,frame10969
Anxiety,9.324552e-05,frame10969
Awe,0.007192566,frame10969
Boredom,0.002088834,frame10969
Confusion,0.0001364444,frame10969
Craving,1.509463e-05,frame10969
Disgust,0.001447018,frame10969
Empathic Pain,3.129917e-07,frame10969
Entrancement,0.000445885,frame10969
Excitement,1.847152e-05,frame10969
Fear,2.343639e-05,frame10969
Horror,0.223755,frame10969
Interest,0.02420487,frame10969
Joy,0.0004213134,frame10969
Romance,0.01184062,frame10969
Sadness,0.0105789,frame10969
Sexual Desire,0.0001409965,frame10969
Surprise,1.452786e-05,frame10969
Adoration,4.953849e-06,frame10977
Aesthetic Appreciation,0.9031652,frame10977
Amusement,0.002348812,frame10977
Anxiety,1.685699e-05,frame10977
Awe,0.002181252,frame10977
Boredom,0.0008364841,frame10977
Confusion,3.26392e-05,frame10977
Craving,5.576682e-06,frame10977
Disgust,0.0007588745,frame10977
Empathic Pain,7.474776e-08,frame10977
Entrancement,0.0001207559,frame10977
Excitement,6.945332e-06,frame10977
Fear,1.308786e-05,frame10977
Horror,0.07557833,frame10977
Interest,0.01070692,frame10977
Joy,0.0002040112,frame10977
Romance,0.001626985,frame10977
Sadness,0.002342673,frame10977
Sexual Desire,4.292262e-05,frame10977
Surprise,6.577879e-06,frame10977
Adoration,4.287e-06,frame10985
Aesthetic Appreciation,0.8885391,frame10985
Amusement,0.003365821,frame10985
Anxiety,1.03668e-05,frame10985
Awe,0.002192149,frame10985
Boredom,0.001110473,frame10985
Confusion,3.68046e-05,frame10985
Craving,5.807045e-06,frame10985
Disgust,0.0004777916,frame10985
Empathic Pain,6.618951e-08,frame10985
Entrancement,7.263506e-05,frame10985
Excitement,8.050391e-06,frame10985
Fear,9.195519e-06,frame10985
Horror,0.09276501,frame10985
Interest,0.004508294,frame10985
Joy,0.0001406519,frame10985
Romance,0.003766623,frame10985
Sadness,0.002918139,frame10985
Sexual Desire,5.764117e-05,frame10985
Surprise,1.114681e-05,frame10985
Adoration,6.02824e-06,frame10993
Aesthetic Appreciation,0.8850202,frame10993
Amusement,0.002465928,frame10993
Anxiety,1.151038e-05,frame10993
Awe,0.005459717,frame10993
Boredom,0.0005518314,frame10993
Confusion,3.477071e-05,frame10993
Craving,6.698865e-06,frame10993
Disgust,0.0008569859,frame10993
Empathic Pain,1.025042e-07,frame10993
Entrancement,0.0002194054,frame10993
Excitement,1.106836e-05,frame10993
Fear,2.207837e-05,frame10993
Horror,0.09295498,frame10993
Interest,0.007843664,frame10993
Joy,0.0002437995,frame10993
Romance,0.001950492,frame10993
Sadness,0.002289069,frame10993
Sexual Desire,4.403855e-05,frame10993
Surprise,7.627541e-06,frame10993
Adoration,9.26447e-06,frame11001
Aesthetic Appreciation,0.6388444,frame11001
Amusement,0.004774071,frame11001
Anxiety,1.328244e-05,frame11001
Awe,0.01329685,frame11001
Boredom,0.0002922244,frame11001
Confusion,7.473749e-05,frame11001
Craving,7.928999e-06,frame11001
Disgust,0.001901784,frame11001
Empathic Pain,1.171772e-07,frame11001
Entrancement,0.0004841659,frame11001
Excitement,9.036293e-06,frame11001
Fear,9.250714e-06,frame11001
Horror,0.3232099,frame11001
Interest,0.00630316,frame11001
Joy,0.0004319874,frame11001
Romance,0.003953559,frame11001
Sadness,0.006304966,frame11001
Sexual Desire,6.737131e-05,frame11001
Surprise,1.1847e-05,frame11001
Adoration,6.294793e-06,frame11009
Aesthetic Appreciation,0.8917484,frame11009
Amusement,0.001032069,frame11009
Anxiety,1.017116e-05,frame11009
Awe,0.001888347,frame11009
Boredom,0.0006508141,frame11009
Confusion,2.638035e-05,frame11009
Craving,2.576285e-06,frame11009
Disgust,0.001120241,frame11009
Empathic Pain,1.026996e-07,frame11009
Entrancement,0.0001016134,frame11009
Excitement,5.976712e-06,frame11009
Fear,1.895888e-05,frame11009
Horror,0.09422231,frame11009
Interest,0.005373868,frame11009
Joy,0.0001725148,frame11009
Romance,0.001152235,frame11009
Sadness,0.002433699,frame11009
Sexual Desire,2.778736e-05,frame11009
Surprise,5.5804e-06,frame11009
Adoration,5.467221e-06,frame11017
Aesthetic Appreciation,0.9143348,frame11017
Amusement,0.001108724,frame11017
Anxiety,7.736312e-06,frame11017
Awe,0.001877592,frame11017
Boredom,0.001008052,frame11017
Confusion,3.548239e-05,frame11017
Craving,2.348845e-06,frame11017
Disgust,0.001109678,frame11017
Empathic Pain,8.697133e-08,frame11017
Entrancement,6.014503e-05,frame11017
Excitement,5.33874e-06,frame11017
Fear,8.710231e-06,frame11017
Horror,0.07361127,frame11017
Interest,0.003046775,frame11017
Joy,8.955262e-05,frame11017
Romance,0.001425001,frame11017
Sadness,0.002230072,frame11017
Sexual Desire,2.697384e-05,frame11017
Surprise,5.999582e-06,frame11017
Adoration,4.861761e-05,frame11025
Aesthetic Appreciation,0.2224828,frame11025
Amusement,0.001866473,frame11025
Anxiety,0.003782308,frame11025
Awe,0.0006377519,frame11025
Boredom,0.003952482,frame11025
Confusion,6.469853e-06,frame11025
Craving,0.001972876,frame11025
Disgust,0.01493841,frame11025
Empathic Pain,2.597022e-05,frame11025
Entrancement,5.486046e-06,frame11025
Excitement,0.0006126606,frame11025
Fear,0.09738157,frame11025
Horror,0.01542898,frame11025
Interest,0.1700882,frame11025
Joy,1.480927e-05,frame11025
Romance,7.746107e-05,frame11025
Sadness,0.4017578,frame11025
Sexual Desire,5.386721e-05,frame11025
Surprise,0.06486513,frame11025
Adoration,6.302539e-05,frame11033
Aesthetic Appreciation,0.08022739,frame11033
Amusement,0.005084106,frame11033
Anxiety,0.007269063,frame11033
Awe,0.000187892,frame11033
Boredom,0.003713882,frame11033
Confusion,1.092669e-05,frame11033
Craving,0.001567605,frame11033
Disgust,0.008279346,frame11033
Empathic Pain,1.627759e-05,frame11033
Entrancement,2.991785e-06,frame11033
Excitement,0.0006268547,frame11033
Fear,0.1801209,frame11033
Horror,0.0136093,frame11033
Interest,0.285527,frame11033
Joy,3.29248e-06,frame11033
Romance,2.148718e-05,frame11033
Sadness,0.2493353,frame11033
Sexual Desire,2.808329e-05,frame11033
Surprise,0.1643052,frame11033
Adoration,3.113541e-05,frame11041
Aesthetic Appreciation,0.04611643,frame11041
Amusement,0.001967561,frame11041
Anxiety,0.004519016,frame11041
Awe,0.000120694,frame11041
Boredom,0.00214236,frame11041
Confusion,3.252736e-06,frame11041
Craving,0.001714339,frame11041
Disgust,0.01882731,frame11041
Empathic Pain,1.51843e-05,frame11041
Entrancement,3.046021e-06,frame11041
Excitement,0.0009235133,frame11041
Fear,0.3490218,frame11041
Horror,0.007319913,frame11041
Interest,0.06554973,frame11041
Joy,4.710279e-06,frame11041
Romance,1.465646e-05,frame11041
Sadness,0.3681514,frame11041
Sexual Desire,2.452501e-05,frame11041
Surprise,0.1335295,frame11041
Adoration,4.695522e-05,frame11049
Aesthetic Appreciation,0.1258798,frame11049
Amusement,0.007268033,frame11049
Anxiety,0.004065944,frame11049
Awe,0.0006051736,frame11049
Boredom,0.001450283,frame11049
Confusion,1.366438e-05,frame11049
Craving,0.0028736,frame11049
Disgust,0.05083024,frame11049
Empathic Pain,2.331559e-05,frame11049
Entrancement,3.839735e-06,frame11049
Excitement,0.0008405467,frame11049
Fear,0.1270738,frame11049
Horror,0.01522517,frame11049
Interest,0.07113913,frame11049
Joy,2.964326e-06,frame11049
Romance,5.946121e-05,frame11049
Sadness,0.4543909,frame11049
Sexual Desire,0.0001156669,frame11049
Surprise,0.1380915,frame11049
Adoration,6.647951e-06,frame11057
Aesthetic Appreciation,0.1173826,frame11057
Amusement,0.000654908,frame11057
Anxiety,0.008010914,frame11057
Awe,0.001058805,frame11057
Boredom,0.002286495,frame11057
Confusion,2.403186e-06,frame11057
Craving,0.0008288412,frame11057
Disgust,0.02609115,frame11057
Empathic Pain,1.813608e-05,frame11057
Entrancement,5.072856e-06,frame11057
Excitement,7.524432e-05,frame11057
Fear,0.1894965,frame11057
Horror,0.001868979,frame11057
Interest,0.2369544,frame11057
Joy,1.67803e-06,frame11057
Romance,2.392739e-05,frame11057
Sadness,0.2924287,frame11057
Sexual Desire,1.22055e-05,frame11057
Surprise,0.1227923,frame11057
Adoration,3.414079e-06,frame11065
Aesthetic Appreciation,0.1955042,frame11065
Amusement,0.001235727,frame11065
Anxiety,0.01335495,frame11065
Awe,0.001588034,frame11065
Boredom,0.003770432,frame11065
Confusion,2.722387e-06,frame11065
Craving,0.0006549173,frame11065
Disgust,0.01188385,frame11065
Empathic Pain,2.346931e-05,frame11065
Entrancement,1.187114e-05,frame11065
Excitement,0.0001966897,frame11065
Fear,0.2285556,frame11065
Horror,0.004264922,frame11065
Interest,0.1840734,frame11065
Joy,1.196594e-06,frame11065
Romance,1.140336e-05,frame11065
Sadness,0.08980976,frame11065
Sexual Desire,1.17074e-05,frame11065
Surprise,0.2650418,frame11065
Adoration,5.914404e-06,frame11073
Aesthetic Appreciation,0.05010945,frame11073
Amusement,0.003787609,frame11073
Anxiety,0.0162645,frame11073
Awe,0.000287078,frame11073
Boredom,0.002154034,frame11073
Confusion,1.686962e-06,frame11073
Craving,0.000421881,frame11073
Disgust,0.02198908,frame11073
Empathic Pain,1.315875e-05,frame11073
Entrancement,6.789542e-06,frame11073
Excitement,0.0002178262,frame11073
Fear,0.02672651,frame11073
Horror,0.005385478,frame11073
Interest,0.1965488,frame11073
Joy,7.993206e-07,frame11073
Romance,1.379446e-05,frame11073
Sadness,0.3633863,frame11073
Sexual Desire,1.776433e-05,frame11073
Surprise,0.3126615,frame11073
Adoration,8.751112e-06,frame11081
Aesthetic Appreciation,0.2547591,frame11081
Amusement,0.0009695448,frame11081
Anxiety,0.00582273,frame11081
Awe,0.0006411182,frame11081
Boredom,0.0009952448,frame11081
Confusion,2.576294e-06,frame11081
Craving,0.001927193,frame11081
Disgust,0.0390184,frame11081
Empathic Pain,8.184342e-05,frame11081
Entrancement,6.818454e-06,frame11081
Excitement,0.000574052,frame11081
Fear,0.1130507,frame11081
Horror,0.005443557,frame11081
Interest,0.1828463,frame11081
Joy,3.277441e-06,frame11081
Romance,2.808082e-05,frame11081
Sadness,0.3135254,frame11081
Sexual Desire,3.435252e-05,frame11081
Surprise,0.08026101,frame11081
Adoration,5.725439e-06,frame11089
Aesthetic Appreciation,0.5555601,frame11089
Amusement,0.0003828697,frame11089
Anxiety,0.002495154,frame11089
Awe,0.0007284444,frame11089
Boredom,0.0003491305,frame11089
Confusion,2.071857e-06,frame11089
Craving,0.000910421,frame11089
Disgust,0.01560886,frame11089
Empathic Pain,1.115541e-05,frame11089
Entrancement,6.322657e-06,frame11089
Excitement,0.0001512621,frame11089
Fear,0.06001322,frame11089
Horror,0.003600888,frame11089
Interest,0.0715173,frame11089
Joy,9.091815e-07,frame11089
Romance,2.399804e-05,frame11089
Sadness,0.2438359,frame11089
Sexual Desire,7.306252e-05,frame11089
Surprise,0.04472333,frame11089
Adoration,3.019037e-05,frame11097
Aesthetic Appreciation,0.07480684,frame11097
Amusement,0.001460469,frame11097
Anxiety,0.01996969,frame11097
Awe,0.0001605992,frame11097
Boredom,0.000901366,frame11097
Confusion,4.340475e-06,frame11097
Craving,0.0004435446,frame11097
Disgust,0.01210336,frame11097
Empathic Pain,1.692777e-05,frame11097
Entrancement,2.060461e-06,frame11097
Excitement,0.0003863381,frame11097
Fear,0.1176147,frame11097
Horror,0.009503714,frame11097
Interest,0.181259,frame11097
Joy,7.222834e-07,frame11097
Romance,1.234964e-05,frame11097
Sadness,0.4380817,frame11097
Sexual Desire,5.109044e-05,frame11097
Surprise,0.1431911,frame11097
Adoration,4.910134e-05,frame11105
Aesthetic Appreciation,0.1043248,frame11105
Amusement,0.004102925,frame11105
Anxiety,0.007351402,frame11105
Awe,0.0004109746,frame11105
Boredom,0.00314832,frame11105
Confusion,5.463717e-06,frame11105
Craving,0.001313702,frame11105
Disgust,0.009780431,frame11105
Empathic Pain,1.77896e-05,frame11105
Entrancement,2.461244e-06,frame11105
Excitement,0.0009518276,frame11105
Fear,0.1045987,frame11105
Horror,0.008800929,frame11105
Interest,0.1577885,frame11105
Joy,3.228038e-06,frame11105
Romance,3.31938e-05,frame11105
Sadness,0.4140295,frame11105
Sexual Desire,4.824264e-05,frame11105
Surprise,0.1832385,frame11105
Adoration,8.005015e-06,frame11113
Aesthetic Appreciation,0.1029103,frame11113
Amusement,0.03652817,frame11113
Anxiety,0.0002764071,frame11113
Awe,0.03353834,frame11113
Boredom,0.0001358103,frame11113
Confusion,3.781025e-05,frame11113
Craving,0.000503973,frame11113
Disgust,0.0001905818,frame11113
Empathic Pain,8.684324e-06,frame11113
Entrancement,6.018821e-07,frame11113
Excitement,0.0003927267,frame11113
Fear,0.001700065,frame11113
Horror,0.807206,frame11113
Interest,0.004614408,frame11113
Joy,1.326979e-05,frame11113
Romance,0.0005263081,frame11113
Sadness,0.01100464,frame11113
Sexual Desire,6.581977e-06,frame11113
Surprise,0.0003974414,frame11113
Adoration,9.090053e-05,frame11121
Aesthetic Appreciation,0.04575188,frame11121
Amusement,0.1108783,frame11121
Anxiety,0.000109356,frame11121
Awe,0.2321935,frame11121
Boredom,0.0002822378,frame11121
Confusion,0.0001021548,frame11121
Craving,0.002018696,frame11121
Disgust,0.009769626,frame11121
Empathic Pain,5.774629e-05,frame11121
Entrancement,1.451438e-06,frame11121
Excitement,0.001181924,frame11121
Fear,0.006684246,frame11121
Horror,0.5159381,frame11121
Interest,0.005278089,frame11121
Joy,0.0001924893,frame11121
Romance,0.002699071,frame11121
Sadness,0.06622569,frame11121
Sexual Desire,1.307991e-05,frame11121
Surprise,0.0005313675,frame11121
Adoration,2.31078e-05,frame11129
Aesthetic Appreciation,0.03673783,frame11129
Amusement,0.04152106,frame11129
Anxiety,1.23881e-05,frame11129
Awe,0.1208484,frame11129
Boredom,9.094415e-05,frame11129
Confusion,0.0001543671,frame11129
Craving,0.01220644,frame11129
Disgust,0.001245215,frame11129
Empathic Pain,2.656247e-05,frame11129
Entrancement,3.77058e-06,frame11129
Excitement,0.0002583156,frame11129
Fear,0.003592465,frame11129
Horror,0.7430252,frame11129
Interest,0.01541603,frame11129
Joy,1.928186e-05,frame11129
Romance,0.003967628,frame11129
Sadness,0.02072817,frame11129
Sexual Desire,2.169254e-05,frame11129
Surprise,0.0001010714,frame11129
Adoration,2.039268e-05,frame11137
Aesthetic Appreciation,0.007875052,frame11137
Amusement,0.005983735,frame11137
Anxiety,1.997229e-05,frame11137
Awe,0.01227248,frame11137
Boredom,5.356393e-05,frame11137
Confusion,4.328368e-05,frame11137
Craving,0.01459175,frame11137
Disgust,0.0001139595,frame11137
Empathic Pain,3.333731e-06,frame11137
Entrancement,1.276788e-06,frame11137
Excitement,0.0001489614,frame11137
Fear,0.001745291,frame11137
Horror,0.9527992,frame11137
Interest,0.003766153,frame11137
Joy,1.798387e-06,frame11137
Romance,0.0004353606,frame11137
Sadness,8.172861e-05,frame11137
Sexual Desire,1.332025e-06,frame11137
Surprise,4.122327e-05,frame11137
Adoration,0.0001477666,frame11145
Aesthetic Appreciation,0.0007019373,frame11145
Amusement,0.005516864,frame11145
Anxiety,0.0001714814,frame11145
Awe,0.001049011,frame11145
Boredom,0.0001592877,frame11145
Confusion,1.50534e-05,frame11145
Craving,0.0009025621,frame11145
Disgust,0.0005062349,frame11145
Empathic Pain,4.293382e-06,frame11145
Entrancement,3.333744e-07,frame11145
Excitement,0.0005043568,frame11145
Fear,0.007465354,frame11145
Horror,0.976835,frame11145
Interest,0.005336471,frame11145
Joy,9.197865e-07,frame11145
Romance,2.596937e-05,frame11145
Sadness,1.413888e-05,frame11145
Sexual Desire,1.103731e-06,frame11145
Surprise,0.0006420668,frame11145
Adoration,0.004144241,frame11153
Aesthetic Appreciation,0.0006184377,frame11153
Amusement,0.006895731,frame11153
Anxiety,4.41886e-05,frame11153
Awe,0.0002786676,frame11153
Boredom,0.0001033904,frame11153
Confusion,0.0006645655,frame11153
Craving,6.443435e-05,frame11153
Disgust,0.001234316,frame11153
Empathic Pain,0.0001582464,frame11153
Entrancement,1.123338e-06,frame11153
Excitement,0.002812799,frame11153
Fear,0.01991062,frame11153
Horror,0.9623361,frame11153
Interest,0.0003440727,frame11153
Joy,5.886175e-06,frame11153
Romance,2.800715e-05,frame11153
Sadness,8.125869e-05,frame11153
Sexual Desire,9.407941e-07,frame11153
Surprise,0.00027305,frame11153
Adoration,0.00297773,frame11161
Aesthetic Appreciation,0.001881778,frame11161
Amusement,0.001731019,frame11161
Anxiety,4.397446e-06,frame11161
Awe,0.0003585422,frame11161
Boredom,0.0002022768,frame11161
Confusion,0.0005889438,frame11161
Craving,0.0003576709,frame11161
Disgust,0.0009309646,frame11161
Empathic Pain,1.07675e-05,frame11161
Entrancement,6.305929e-07,frame11161
Excitement,0.0006494251,frame11161
Fear,0.007005032,frame11161
Horror,0.9804845,frame11161
Interest,2.077233e-05,frame11161
Joy,2.388488e-05,frame11161
Romance,0.0009320555,frame11161
Sadness,0.001816955,frame11161
Sexual Desire,4.633685e-07,frame11161
Surprise,2.21553e-05,frame11161
Adoration,0.004197978,frame11169
Aesthetic Appreciation,0.0003272906,frame11169
Amusement,0.001631926,frame11169
Anxiety,8.596749e-07,frame11169
Awe,0.001192376,frame11169
Boredom,0.0002887039,frame11169
Confusion,0.001190041,frame11169
Craving,0.0001039384,frame11169
Disgust,0.004820284,frame11169
Empathic Pain,9.072169e-05,frame11169
Entrancement,2.061124e-06,frame11169
Excitement,0.002310863,frame11169
Fear,0.0003158636,frame11169
Horror,0.9748522,frame11169
Interest,1.696721e-05,frame11169
Joy,0.0006059457,frame11169
Romance,0.004226264,frame11169
Sadness,0.003776977,frame11169
Sexual Desire,4.165913e-06,frame11169
Surprise,4.459858e-05,frame11169
Adoration,0.2755859,frame11177
Aesthetic Appreciation,0.04905064,frame11177
Amusement,0.004648543,frame11177
Anxiety,3.592849e-06,frame11177
Awe,0.0004276035,frame11177
Boredom,0.001286484,frame11177
Confusion,0.002575418,frame11177
Craving,0.0005560247,frame11177
Disgust,0.02902261,frame11177
Empathic Pain,0.0004610494,frame11177
Entrancement,0.0001924692,frame11177
Excitement,0.0006406393,frame11177
Fear,0.001198985,frame11177
Horror,0.5595881,frame11177
Interest,0.001600276,frame11177
Joy,0.002508412,frame11177
Romance,0.0034849,frame11177
Sadness,0.06696313,frame11177
Sexual Desire,2.9574e-05,frame11177
Surprise,0.0001756703,frame11177
Adoration,0.227935,frame11185
Aesthetic Appreciation,0.02761509,frame11185
Amusement,0.009324183,frame11185
Anxiety,7.228848e-06,frame11185
Awe,0.001853496,frame11185
Boredom,0.001196152,frame11185
Confusion,0.001914742,frame11185
Craving,0.0003492832,frame11185
Disgust,0.03347711,frame11185
Empathic Pain,0.003579763,frame11185
Entrancement,0.001116856,frame11185
Excitement,0.01925449,frame11185
Fear,0.003545142,frame11185
Horror,0.05065719,frame11185
Interest,0.01752125,frame11185
Joy,0.501861,frame11185
Romance,0.01135167,frame11185
Sadness,0.08741716,frame11185
Sexual Desire,8.268904e-06,frame11185
Surprise,1.490142e-05,frame11185
Adoration,0.3355432,frame11193
Aesthetic Appreciation,0.006280348,frame11193
Amusement,0.00258424,frame11193
Anxiety,1.916759e-05,frame11193
Awe,0.000781204,frame11193
Boredom,0.0001389652,frame11193
Confusion,0.0003411968,frame11193
Craving,0.0001516515,frame11193
Disgust,0.002858584,frame11193
Empathic Pain,0.001433118,frame11193
Entrancement,8.057776e-05,frame11193
Excitement,0.001999092,frame11193
Fear,0.0003811547,frame11193
Horror,0.003091816,frame11193
Interest,0.003590928,frame11193
Joy,0.5188188,frame11193
Romance,0.002891405,frame11193
Sadness,0.1188175,frame11193
Sexual Desire,4.894308e-05,frame11193
Surprise,0.0001481186,frame11193
Adoration,0.04703568,frame11201
Aesthetic Appreciation,0.0002764834,frame11201
Amusement,0.004316637,frame11201
Anxiety,1.446621e-05,frame11201
Awe,0.0002382681,frame11201
Boredom,0.000115381,frame11201
Confusion,1.731735e-05,frame11201
Craving,1.172414e-05,frame11201
Disgust,0.0007944608,frame11201
Empathic Pain,0.0001687891,frame11201
Entrancement,2.133543e-05,frame11201
Excitement,0.0002084868,frame11201
Fear,2.62745e-05,frame11201
Horror,0.001568164,frame11201
Interest,0.0003094608,frame11201
Joy,0.8796523,frame11201
Romance,0.000289045,frame11201
Sadness,0.0648601,frame11201
Sexual Desire,1.374052e-05,frame11201
Surprise,6.190832e-05,frame11201
Adoration,0.00149303,frame11209
Aesthetic Appreciation,0.0002518132,frame11209
Amusement,0.003446499,frame11209
Anxiety,5.508039e-06,frame11209
Awe,0.0001013596,frame11209
Boredom,0.0002889548,frame11209
Confusion,1.259945e-05,frame11209
Craving,7.695652e-06,frame11209
Disgust,0.007156649,frame11209
Empathic Pain,0.0001326254,frame11209
Entrancement,4.790339e-06,frame11209
Excitement,4.168769e-05,frame11209
Fear,1.079178e-05,frame11209
Horror,0.006391972,frame11209
Interest,4.398812e-05,frame11209
Joy,0.5853285,frame11209
Romance,0.002161694,frame11209
Sadness,0.3929736,frame11209
Sexual Desire,4.514087e-05,frame11209
Surprise,0.0001012071,frame11209
Adoration,0.005298255,frame11217
Aesthetic Appreciation,0.003036093,frame11217
Amusement,0.09010881,frame11217
Anxiety,8.403703e-05,frame11217
Awe,0.003910816,frame11217
Boredom,0.001612267,frame11217
Confusion,0.0003090661,frame11217
Craving,2.305225e-05,frame11217
Disgust,0.04086402,frame11217
Empathic Pain,0.001178131,frame11217
Entrancement,1.251156e-05,frame11217
Excitement,0.0002742685,frame11217
Fear,0.0001522052,frame11217
Horror,0.0258618,frame11217
Interest,0.0006131066,frame11217
Joy,0.6635748,frame11217
Romance,0.006556328,frame11217
Sadness,0.1561252,frame11217
Sexual Desire,0.0002424375,frame11217
Surprise,0.0001628684,frame11217
Adoration,0.0008183465,frame11225
Aesthetic Appreciation,0.006189658,frame11225
Amusement,0.4137344,frame11225
Anxiety,0.000199655,frame11225
Awe,0.0009485197,frame11225
Boredom,0.003768735,frame11225
Confusion,0.0006338868,frame11225
Craving,0.0008904865,frame11225
Disgust,0.05425484,frame11225
Empathic Pain,4.128322e-05,frame11225
Entrancement,1.633615e-05,frame11225
Excitement,0.0002592395,frame11225
Fear,0.0002207159,frame11225
Horror,0.1984683,frame11225
Interest,0.02003822,frame11225
Joy,0.02268308,frame11225
Romance,0.1016498,frame11225
Sadness,0.1743069,frame11225
Sexual Desire,0.000349325,frame11225
Surprise,0.0005283445,frame11225
Adoration,9.901922e-07,frame11233
Aesthetic Appreciation,0.001099107,frame11233
Amusement,0.9766694,frame11233
Anxiety,7.021803e-05,frame11233
Awe,0.01994047,frame11233
Boredom,0.0004185569,frame11233
Confusion,2.563512e-07,frame11233
Craving,1.967574e-05,frame11233
Disgust,5.835314e-05,frame11233
Empathic Pain,7.180314e-06,frame11233
Entrancement,3.622617e-05,frame11233
Excitement,0.000110454,frame11233
Fear,0.000237974,frame11233
Horror,1.294499e-05,frame11233
Interest,1.058352e-05,frame11233
Joy,2.080896e-06,frame11233
Romance,2.48762e-06,frame11233
Sadness,0.001263476,frame11233
Sexual Desire,5.136048e-08,frame11233
Surprise,3.949471e-05,frame11233
Adoration,9.579443e-07,frame11241
Aesthetic Appreciation,0.00109823,frame11241
Amusement,0.9829301,frame11241
Anxiety,6.801283e-05,frame11241
Awe,0.01371546,frame11241
Boredom,0.0003841928,frame11241
Confusion,2.169541e-07,frame11241
Craving,2.763203e-05,frame11241
Disgust,5.42825e-05,frame11241
Empathic Pain,5.678288e-06,frame11241
Entrancement,4.105649e-05,frame11241
Excitement,0.0001268876,frame11241
Fear,0.0002422357,frame11241
Horror,9.815104e-06,frame11241
Interest,8.682335e-06,frame11241
Joy,1.894873e-06,frame11241
Romance,2.878758e-06,frame11241
Sadness,0.001246375,frame11241
Sexual Desire,5.357531e-08,frame11241
Surprise,3.539493e-05,frame11241
Adoration,1.034881e-06,frame11249
Aesthetic Appreciation,0.0009625475,frame11249
Amusement,0.984803,frame11249
Anxiety,7.8662e-05,frame11249
Awe,0.01163,frame11249
Boredom,0.0004825199,frame11249
Confusion,2.53084e-07,frame11249
Craving,1.833269e-05,frame11249
Disgust,6.198996e-05,frame11249
Empathic Pain,7.40529e-06,frame11249
Entrancement,4.79804e-05,frame11249
Excitement,0.0001323192,frame11249
Fear,0.0002285538,frame11249
Horror,1.038042e-05,frame11249
Interest,1.096306e-05,frame11249
Joy,2.037176e-06,frame11249
Romance,3.279991e-06,frame11249
Sadness,0.001488088,frame11249
Sexual Desire,4.305373e-08,frame11249
