"","var1","var2","value"
"120","SR-3981","SR-0756",0.459545089329114
"121","SR-4407","SR-0756",0.483198745263092
"122","SR-4590","SR-0756",0.090347298223125
"123","SR-4781","SR-0756",0.278606174276311
"124","SR-5006","SR-0756",0.301360907158843
"125","SR-5849","SR-0756",0.105504621062616
"126","SR-6021","SR-0756",0.322956363281668
"127","SR-6215","SR-0756",0.343676631361149
"128","SR-6269","SR-0756",0.438551856764432
"129","SR-6773","SR-0756",0.356283346566956
"130","SR-6799","SR-0756",0.10358321002887
"131","SR-6971","SR-0756",0.618182269563531
"132","SR-6977","SR-0756",0.269787410494707
"133","SR-7255","SR-0756",0.122020457808851
"134","SR-7492","SR-0756",0.557903483288649
"135","SR-7758","SR-0756",0.276607850928548
"136","SR-8607","SR-0756",0.466977774415613
"137","SR-8621","SR-0756",0.262092926221094
"138","SR-8746","SR-0756",0.319435540688932
"139","SR-8929","SR-0756",0.270707411839199
"140","SR-9436","SR-0756",-0.00279506800304128
"141","SR-9827","SR-0756",0.363562161603381
"142","SR-9907","SR-0756",0.118861308824937
"143","SR-1371","SR-0757",0.318662915284095
"144","SR-2579","SR-0757",0.219602565802897
"145","SR-2610","SR-0757",0.133871786836984
"146","SR-2758","SR-0757",0.658268970704384
"147","SR-3011","SR-0757",0.0480393433434111
"148","SR-30461","SR-0757",-0.178445270828555
"149","SR-3274","SR-0757",0.232543793644382
"150","SR-3801","SR-0757",0.518230248786501
"151","SR-3951","SR-0757",0.480157936777923
"152","SR-3952","SR-0757",0.4384949773881
"153","SR-3981","SR-0757",0.66386801798633
"154","SR-4407","SR-0757",0.0875111227841023
"155","SR-4590","SR-0757",-0.0372370280158326
"156","SR-4781","SR-0757",0.2309668218916
"157","SR-5006","SR-0757",0.0518602870782171
"158","SR-5849","SR-0757",0.111612584247915
"159","SR-6021","SR-0757",0.406417576108375
"160","SR-6215","SR-0757",0.606994523896514
"161","SR-6269","SR-0757",0.283310981045253
"162","SR-6773","SR-0757",0.181573116193389
"163","SR-6799","SR-0757",-0.0448080782518119
"164","SR-6971","SR-0757",0.609427804163263
"165","SR-6977","SR-0757",0.114070900376504
"166","SR-7255","SR-0757",0.244313515171798
"167","SR-7492","SR-0757",0.561144629422506
"168","SR-7758","SR-0757",0.404891630408698
"169","SR-8607","SR-0757",0.727499751555833
"170","SR-8621","SR-0757",0.540882599977519
"171","SR-8746","SR-0757",0.0629704915328521
"172","SR-8929","SR-0757",0.438465241246679
"173","SR-9436","SR-0757",0.125670413623469
"174","SR-9827","SR-0757",0.680302770060363
"175","SR-9907","SR-0757",0.598458782544921
"176","SR-2579","SR-1371",0.933309466565038
"177","SR-2610","SR-1371",0.236368107395449
"178","SR-2758","SR-1371",0.19413804141367
"179","SR-3011","SR-1371",0.581252013026141
"180","SR-30461","SR-1371",-0.408008694698793
"181","SR-3274","SR-1371",0.864526560901821
