"","var1","var2","value"
"461","SR-6971","SR-3981",0.623583876141572
"462","SR-6977","SR-3981",0.281726383653731
"463","SR-7255","SR-3981",0.418454611193671
"464","SR-7492","SR-3981",0.567997192938203
"465","SR-7758","SR-3981",0.418276092485765
"466","SR-8607","SR-3981",0.680279954724475
"467","SR-8621","SR-3981",0.489356486393848
"468","SR-8746","SR-3981",0.26153346011403
"469","SR-8929","SR-3981",0.594114809969177
"470","SR-9436","SR-3981",0.360009466534361
"471","SR-9827","SR-3981",0.74234823364742
"472","SR-9907","SR-3981",0.495690153974094
"473","SR-4590","SR-4407",0.360396845341123
"474","SR-4781","SR-4407",0.296735437959514
"475","SR-5006","SR-4407",0.295343668446195
"476","SR-5849","SR-4407",0.677706000138805
"477","SR-6021","SR-4407",0.725009716810019
"478","SR-6215","SR-4407",0.645989554123956
"479","SR-6269","SR-4407",0.812483578284474
"480","SR-6773","SR-4407",-0.196444594880375
"481","SR-6799","SR-4407",0.410976889154157
"482","SR-6971","SR-4407",0.542725883261907
"483","SR-6977","SR-4407",0.341352323954286
"484","SR-7255","SR-4407",0.410277672753929
"485","SR-7492","SR-4407",0.523723980477978
"486","SR-7758","SR-4407",0.400188471240954
"487","SR-8607","SR-4407",0.555549335468867
"488","SR-8621","SR-4407",0.713674242615863
"489","SR-8746","SR-4407",0.46277708901989
"490","SR-8929","SR-4407",0.47543977863841
"491","SR-9436","SR-4407",0.362071148381644
"492","SR-9827","SR-4407",0.471967200623165
"493","SR-9907","SR-4407",0.578829485669384
"494","SR-4781","SR-4590",0.228552294243636
"495","SR-5006","SR-4590",0.710507473122522
"496","SR-5849","SR-4590",0.020581163093045
"497","SR-6021","SR-4590",0.248784112805664
"498","SR-6215","SR-4590",0.278814537601719
"499","SR-6269","SR-4590",0.335925413918442
"500","SR-6773","SR-4590",-0.12530452388928
"501","SR-6799","SR-4590",0.783811674554538
"502","SR-6971","SR-4590",0.497877167441402
"503","SR-6977","SR-4590",0.620479521986388
"504","SR-7255","SR-4590",-0.052712778677246
"505","SR-7492","SR-4590",0.318684934773909
"506","SR-7758","SR-4590",0.145678265727264
"507","SR-8607","SR-4590",0.384690140729433
"508","SR-8621","SR-4590",0.309492846244578
"509","SR-8746","SR-4590",0.666915295518149
"510","SR-8929","SR-4590",0.122055160065677
"511","SR-9436","SR-4590",-0.0281915077365564
"512","SR-9827","SR-4590",0.404724291778234
"513","SR-9907","SR-4590",0.191174015328037
"514","SR-5006","SR-4781",0.147135579487501
"515","SR-5849","SR-4781",0.461347050347836
"516","SR-6021","SR-4781",0.543769714483023
"517","SR-6215","SR-4781",0.460015870394536
"518","SR-6269","SR-4781",0.639446845398548
"519","SR-6773","SR-4781",-0.193910506073417
"520","SR-6799","SR-4781",0.217870294342233
"521","SR-6971","SR-4781",0.532842507751305
"522","SR-6977","SR-4781",0.308877542895515
"523","SR-7255","SR-4781",0.361808214902596
"524","SR-7492","SR-4781",0.407409110653293
"525","SR-7758","SR-4781",0.282558589347016
"526","SR-8607","SR-4781",0.632815766283082
"527","SR-8621","SR-4781",0.437445284709719
"528","SR-8746","SR-4781",0.0883428280103998
"529","SR-8929","SR-4781",0.769665804694341
"530","SR-9436","SR-4781",0.486903250871772
"531","SR-9827","SR-4781",0.692736151395074
