Func,Video,CertRate,CertStat,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,FrameTimestamps,Participant*,date,expName,psychopyVersion,frameRate,
instrFunc,NA,NA,NA,0,"Before the task begins, we will run a very quick scan. You will see a fixation cross appear on the screen. Please just relax while this scan runs.",12.221267399960198,12.477924500009976,24.768135000020266,2022-10-11 16:56:51.195076,2022-10-11 16:57:03.484544,NA,SR-4781,2022_Oct_11_1656,certainty_neuro,2021.2.3,59.779652180531365,
instrFunc,NA,NA,NA,0,+,464.1590800000122,24.7240829000948,488.91653907997534,2022-10-11 16:57:03.484544,2022-10-11 17:04:47.666423,NA,SR-4781,2022_Oct_11_1656,certainty_neuro,2021.2.3,59.779652180531365,
instrFunc,NA,NA,NA,1,"To start this study, you will be watching an episode of television and making continous assessments about one of the characters.


Press the thumb button when ready to continue.",4.240435699932277,488.90976880001836,493.1876150800381,2022-10-11 17:04:47.666423,2022-10-11 17:04:51.933028,NA,SR-4781,2022_Oct_11_1656,certainty_neuro,2021.2.3,59.779652180531365,
instrFunc,NA,NA,NA,1,"You will first be presented with background information for the show, which is a murder mystery in which one character has been accused of murdering another.

You will be given information about the accused, the victim, and the surrounding context.


Press the thumb button when ready to continue.",8.040629599941894,493.1755476000253,501.25388377998024,2022-10-11 17:04:51.933028,2022-10-11 17:05:00.000345,NA,SR-4781,2022_Oct_11_1656,certainty_neuro,2021.2.3,59.779652180531365,
instrFunc,NA,NA,NA,1,"You will be judging how certain you are that the accused person is either innocent or guilty.


Press the thumb button when ready to continue.",5.225554100004956,501.23970440006815,506.5005853801267,2022-10-11 17:05:00.000345,2022-10-11 17:05:05.250352,NA,SR-4781,2022_Oct_11_1656,certainty_neuro,2021.2.3,59.779652180531365,
instrFunc,NA,NA,NA,1,"You will use the provided button pad to indicate your certainty of the accused's innocence or guilt.


Press the thumb button when ready to continue.",4.113483200082555,506.48875250003766,510.63138358003926,2022-10-11 17:05:05.250352,2022-10-11 17:05:09.382335,NA,SR-4781,2022_Oct_11_1656,certainty_neuro,2021.2.3,59.779652180531365,
instrFunc,NA,NA,NA,1,"Pressing the index finger button will correspond to greater certainty that the accused is guilty.

Pressing the middle finger button will correspond to greater certainty that the accused is innocent.


Press the thumb button when ready to continue.",9.385983800049871,510.6219991000835,520.0494190800237,2022-10-11 17:05:09.382335,2022-10-11 17:05:18.798844,NA,SR-4781,2022_Oct_11_1656,certainty_neuro,2021.2.3,59.779652180531365,
instrFunc,NA,NA,NA,1,"Before we begin, we will take a moment to let you practice using the buttons to indicate your ratings.


Press the thumb button when ready to continue.",3.9133782000280917,520.039923000033,523.985184679972,2022-10-11 17:05:18.798844,2022-10-11 17:05:22.733330,NA,SR-4781,2022_Oct_11_1656,certainty_neuro,2021.2.3,59.779652180531365,
isiFunc,NA,NA,NA,NA,+,NA,523.9730262000812,525.9819531800458,2022-10-11 17:05:22.733330,2022-10-11 17:05:24.731444,NA,SR-4781,2022_Oct_11_1656,certainty_neuro,2021.2.3,59.779652180531365,
